ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
1 Samuel 5:4,1SA,1 Samuel,5,4,και εγενετο οτε ωρθρισαν το πρωι και ιδου δαγων πεπτωκως επι προσωπον αυτου ενωπιον κιβωτου διαθηκης κυριου και η κεφαλη δαγων και αμφοτερα τα ιχνη χειρων αυτου αφηρημενα επι τα εμπροσθια αμαφεθ εκαστον και αμφοτεροι οι καρποι των χειρων αυτου πεπτωκοτες επι το προθυρον πλην η ραχις δαγων υπελειφθη,,,,
1 Samuel 5:5,1SA,1 Samuel,5,5,δια τουτο ουκ επιβαινουσιν οι ιερεις δαγων και πας ο εισπορευομενος εις οικον δαγων επι βαθμον οικου δαγων εν αζωτω εως της ημερας ταυτης οτι υπερβαινοντες υπερβαινουσιν,,,,
1 Samuel 5:6,1SA,1 Samuel,5,6,και εβαρυνθη χειρ κυριου επι αζωτον και επηγαγεν αυτοις και εξεζεσεν αυτοις εις τας ναυς και μεσον της χωρας αυτης ανεφυησαν μυες και εγενετο συγχυσις θανατου μεγαλη εν τη πολει,,,,
1 Samuel 5:7,1SA,1 Samuel,5,7,και ειδον οι ανδρες αζωτου οτι ουτως και λεγουσιν οτι ου καθησεται κιβωτος του θεου ισραηλ μεθ' ημων οτι σκληρα χειρ αυτου εφ' ημας και επι δαγων θεον ημων,,,,
1 Samuel 5:8,1SA,1 Samuel,5,8,και αποστελλουσιν και συναγουσιν τους σατραπας των αλλοφυλων προς αυτους και λεγουσιν τι ποιησωμεν κιβωτω θεου ισραηλ και λεγουσιν οι γεθθαιοι μετελθετω κιβωτος του θεου προς ημας και μετηλθεν κιβωτος του θεου εις γεθθα,,,,
1 Samuel 5:9,1SA,1 Samuel,5,9,και εγενηθη μετα το μετελθειν αυτην και γινεται χειρ κυριου εν τη πολει ταραχος μεγας σφοδρα και επαταξεν τους ανδρας της πολεως απο μικρου εως μεγαλου και επαταξεν αυτους εις τας εδρας αυτων και εποιησαν εαυτοις οι γεθθαιοι εδρας,,,,
1 Samuel 5:10,1SA,1 Samuel,5,10,και εξαποστελλουσιν την κιβωτον του θεου εις ασκαλωνα και εγενηθη ως εισηλθεν κιβωτος θεου εις ασκαλωνα και εβοησαν οι ασκαλωνιται λεγοντες τι απεστρεψατε προς ημας την κιβωτον του θεου ισραηλ θανατωσαι ημας και τον λαον ημων,,,,
1 Samuel 5:11,1SA,1 Samuel,5,11,και εξαποστελλουσιν και συναγουσιν τους σατραπας των αλλοφυλων και ειπον εξαποστειλατε την κιβωτον του θεου ισραηλ και καθισατω εις τον τοπον αυτης και ου μη θανατωση ημας και τον λαον ημων οτι εγενηθη συγχυσις θανατου εν ολη τη πολει βαρεια σφοδρα ως εισηλθεν κιβωτος θεου ισραηλ εκει,,,,
1 Samuel 5:12,1SA,1 Samuel,5,12,και οι ζωντες και ουκ αποθανοντες επληγησαν εις τας εδρας και ανεβη η κραυγη της πολεως εις τον ουρανον,,,,
1 Samuel 6:1,1SA,1 Samuel,6,1,και ην η κιβωτος εν αγρω των αλλοφυλων επτα μηνας και εξεζεσεν η γη αυτων μυας,,,,
1 Samuel 6:2,1SA,1 Samuel,6,2,και καλουσιν αλλοφυλοι τους ιερεις και τους μαντεις και τους επαοιδους αυτων λεγοντες τι ποιησωμεν τη κιβωτω κυριου γνωρισατε ημιν εν τινι αποστελουμεν αυτην εις τον τοπον αυτης,,,,
1 Samuel 6:3,1SA,1 Samuel,6,3,και ειπαν ει εξαπεστελλετε υμεις την κιβωτον διαθηκης κυριου θεου ισραηλ μη δη εξαποστειλητε αυτην κενην αλλα αποδιδοντες αποδοτε αυτη της βασανου και τοτε ιαθησεσθε και εξιλασθησεται υμιν μη ουκ αποστη η χειρ αυτου αφ' υμων,,,,
1 Samuel 6:4,1SA,1 Samuel,6,4,και λεγουσιν τι το της βασανου αποδωσομεν αυτη και ειπαν κατ' αριθμον των σατραπων των αλλοφυλων πεντε εδρας χρυσας οτι πταισμα εν υμιν και τοις αρχουσιν υμων και τω λαω,,,,
1 Samuel 6:5,1SA,1 Samuel,6,5,και μυς χρυσους ομοιωμα των μυων υμων των διαφθειροντων την γην και δωσετε τω κυριω δοξαν οπως κουφιση την χειρα αυτου αφ' υμων και απο των θεων υμων και απο της γης υμων,,,,
1 Samuel 6:6,1SA,1 Samuel,6,6,και ινα τι βαρυνετε τας καρδιας υμων ως εβαρυνεν αιγυπτος και φαραω την καρδιαν αυτων ουχι οτε ενεπαιξεν αυτοις εξαπεστειλαν αυτους και απηλθον,,,,
1 Samuel 6:7,1SA,1 Samuel,6,7,και νυν λαβετε και ποιησατε αμαξαν καινην και δυο βοας πρωτοτοκουσας ανευ των τεκνων και ζευξατε τας βοας εν τη αμαξη και απαγαγετε τα τεκνα απο οπισθεν αυτων εις οικον,,,,
1 Samuel 6:8,1SA,1 Samuel,6,8,και λημψεσθε την κιβωτον και θησετε αυτην επι την αμαξαν και τα σκευη τα χρυσα αποδωσετε αυτη της βασανου και θησετε εν θεματι βερσεχθαν εκ μερους αυτης και εξαποστελειτε αυτην και απελασατε αυτην και απελευσεται,,,,
1 Samuel 6:9,1SA,1 Samuel,6,9,και οψεσθε ει εις οδον οριων αυτης πορευσεται κατα βαιθσαμυς αυτος πεποιηκεν ημιν την κακιαν ταυτην την μεγαλην και εαν μη και γνωσομεθα οτι ου χειρ αυτου ηπται ημων αλλα συμπτωμα τουτο γεγονεν ημιν,,,,
1 Samuel 6:10,1SA,1 Samuel,6,10,και εποιησαν οι αλλοφυλοι ουτως και ελαβον δυο βοας πρωτοτοκουσας και εζευξαν αυτας εν τη αμαξη και τα τεκνα αυτων απεκωλυσαν εις οικον,,,,
1 Samuel 6:11,1SA,1 Samuel,6,11,και εθεντο την κιβωτον επι την αμαξαν και το θεμα εργαβ και τους μυς τους χρυσους,,,,
1 Samuel 6:12,1SA,1 Samuel,6,12,και κατευθυναν αι βοες εν τη οδω εις οδον βαιθσαμυς εν τριβω ενι επορευοντο και εκοπιων και ου μεθισταντο δεξια ουδε αριστερα και οι σατραπαι των αλλοφυλων επορευοντο οπισω αυτης εως οριων βαιθσαμυς,,,,
1 Samuel 6:13,1SA,1 Samuel,6,13,και οι εν βαιθσαμυς εθεριζον θερισμον πυρων εν κοιλαδι και ηραν οφθαλμους αυτων και ειδον κιβωτον κυριου και ηυφρανθησαν εις απαντησιν αυτης,,,,
1 Samuel 6:14,1SA,1 Samuel,6,14,και η αμαξα εισηλθεν εις αγρον ωσηε τον εν βαιθσαμυς και εστησαν εκει παρ' αυτη λιθον μεγαν και σχιζουσιν τα ξυλα της αμαξης και τας βοας ανηνεγκαν εις ολοκαυτωσιν τω κυριω,,,,
1 Samuel 6:15,1SA,1 Samuel,6,15,και οι λευιται ανηνεγκαν την κιβωτον του κυριου και το θεμα εργαβ μετ' αυτης και τα επ' αυτης σκευη τα χρυσα και εθεντο επι του λιθου του μεγαλου και οι ανδρες βαιθσαμυς ανηνεγκαν ολοκαυτωσεις και θυσιας εν τη ημερα εκεινη τω κυριω,,,,
1 Samuel 6:16,1SA,1 Samuel,6,16,και οι πεντε σατραπαι των αλλοφυλων εωρων και ανεστρεψαν εις ασκαλωνα τη ημερα εκεινη,,,,
1 Samuel 6:17,1SA,1 Samuel,6,17,και αυται αι εδραι αι χρυσαι ας απεδωκαν οι αλλοφυλοι της βασανου τω κυριω της αζωτου μιαν της γαζης μιαν της ασκαλωνος μιαν της γεθ μιαν της ακκαρων μιαν,,,,
1 Samuel 6:18,1SA,1 Samuel,6,18,και μυς οι χρυσοι κατ' αριθμον πασων πολεων των αλλοφυλων των πεντε σατραπων εκ πολεως εστερεωμενης και εως κωμης του φερεζαιου και εως λιθου του μεγαλου ου επεθηκαν επ' αυτου την κιβωτον διαθηκης κυριου του εν αγρω ωσηε του βαιθσαμυσιτου,,,,
1 Samuel 6:19,1SA,1 Samuel,6,19,και ουκ ησμενισαν οι υιοι ιεχονιου εν τοις ανδρασιν βαιθσαμυς οτι ειδαν κιβωτον κυριου και επαταξεν εν αυτοις εβδομηκοντα ανδρας και πεντηκοντα χιλιαδας ανδρων και επενθησεν ο λαος οτι επαταξεν κυριος εν τω λαω πληγην μεγαλην σφοδρα,,,,
1 Samuel 6:20,1SA,1 Samuel,6,20,και ειπαν οι ανδρες οι εκ βαιθσαμυς τις δυνησεται διελθειν ενωπιον κυριου του αγιου τουτου και προς τινα αναβησεται κιβωτος κυριου αφ' ημων,,,,
1 Samuel 6:21,1SA,1 Samuel,6,21,και αποστελλουσιν αγγελους προς τους κατοικουντας καριαθιαριμ λεγοντες απεστροφασιν αλλοφυλοι την κιβωτον κυριου καταβητε και αναγαγετε αυτην προς εαυτους,,,,
1 Samuel 7:1,1SA,1 Samuel,7,1,και ερχονται οι ανδρες καριαθιαριμ και αναγουσιν την κιβωτον διαθηκης κυριου και εισαγουσιν αυτην εις οικον αμιναδαβ τον εν τω βουνω και τον ελεαζαρ υιον αυτου ηγιασαν φυλασσειν την κιβωτον διαθηκης κυριου,,,,
1 Samuel 7:2,1SA,1 Samuel,7,2,και εγενηθη αφ' ης ημερας ην η κιβωτος εν καριαθιαριμ επληθυναν αι ημεραι και εγενοντο εικοσι ετη και επεβλεψεν πας οικος ισραηλ οπισω κυριου,,,,
1 Samuel 7:3,1SA,1 Samuel,7,3,και ειπεν σαμουηλ προς παντα οικον ισραηλ λεγων ει εν ολη καρδια υμων υμεις επιστρεφετε προς κυριον περιελετε τους θεους τους αλλοτριους εκ μεσου υμων και τα αλση και ετοιμασατε τας καρδιας υμων προς κυριον και δουλευσατε αυτω μονω και εξελειται υμας εκ χειρος αλλοφυλων,,,,
1 Samuel 7:4,1SA,1 Samuel,7,4,και περιειλον οι υιοι ισραηλ τας βααλιμ και τα αλση ασταρωθ και εδουλευσαν κυριω μονω,,,,
1 Samuel 7:5,1SA,1 Samuel,7,5,και ειπεν σαμουηλ αθροισατε παντα ισραηλ εις μασσηφαθ και προσευξομαι περι υμων προς κυριον,,,,
1 Samuel 7:6,1SA,1 Samuel,7,6,και συνηχθησαν εις μασσηφαθ και υδρευονται υδωρ και εξεχεαν ενωπιον κυριου επι την γην και ενηστευσαν εν τη ημερα εκεινη και ειπαν ημαρτηκαμεν ενωπιον κυριου και εδικαζεν σαμουηλ τους υιους ισραηλ εις μασσηφαθ,,,,
1 Samuel 7:7,1SA,1 Samuel,7,7,και ηκουσαν οι αλλοφυλοι οτι συνηθροισθησαν παντες οι υιοι ισραηλ εις μασσηφαθ και ανεβησαν σατραπαι αλλοφυλων επι ισραηλ και ακουουσιν οι υιοι ισραηλ και εφοβηθησαν απο προσωπου αλλοφυλων,,,,
1 Samuel 7:8,1SA,1 Samuel,7,8,και ειπαν οι υιοι ισραηλ προς σαμουηλ μη παρασιωπησης αφ' ημων του μη βοαν προς κυριον θεον σου και σωσει ημας εκ χειρος αλλοφυλων,,,,
1 Samuel 7:9,1SA,1 Samuel,7,9,και ελαβεν σαμουηλ αρνα γαλαθηνον ενα και ανηνεγκεν αυτον ολοκαυτωσιν συν παντι τω λαω τω κυριω και εβοησεν σαμουηλ προς κυριον περι ισραηλ και επηκουσεν αυτου κυριος,,,,
1 Samuel 7:10,1SA,1 Samuel,7,10,και ην σαμουηλ αναφερων την ολοκαυτωσιν και αλλοφυλοι προσηγον εις πολεμον επι ισραηλ και εβροντησεν κυριος εν φωνη μεγαλη εν τη ημερα εκεινη επι τους αλλοφυλους και συνεχυθησαν και επταισαν ενωπιον ισραηλ,,,,
1 Samuel 7:11,1SA,1 Samuel,7,11,και εξηλθαν ανδρες ισραηλ εκ μασσηφαθ και κατεδιωξαν τους αλλοφυλους και επαταξαν αυτους εως υποκατω του βαιθχορ,,,,
1 Samuel 7:12,1SA,1 Samuel,7,12,και ελαβεν σαμουηλ λιθον ενα και εστησεν αυτον ανα μεσον μασσηφαθ και ανα μεσον της παλαιας και εκαλεσεν το ονομα αυτου αβενεζερ λιθος του βοηθου και ειπεν εως ενταυθα εβοηθησεν ημιν κυριος,,,,
1 Samuel 7:13,1SA,1 Samuel,7,13,και εταπεινωσεν κυριος τους αλλοφυλους και ου προσεθεντο ετι προσελθειν εις οριον ισραηλ και εγενηθη χειρ κυριου επι τους αλλοφυλους πασας τας ημερας του σαμουηλ,,,,
1 Samuel 7:14,1SA,1 Samuel,7,14,και απεδοθησαν αι πολεις ας ελαβον οι αλλοφυλοι παρα των υιων ισραηλ και απεδωκαν αυτας τω ισραηλ απο ασκαλωνος εως αζοβ και το οριον ισραηλ αφειλαντο εκ χειρος αλλοφυλων και ην ειρηνη ανα μεσον ισραηλ και ανα μεσον του αμορραιου,,,,
1 Samuel 7:15,1SA,1 Samuel,7,15,και εδικαζεν σαμουηλ τον ισραηλ πασας τας ημερας της ζωης αυτου,,,,
1 Samuel 7:16,1SA,1 Samuel,7,16,και επορευετο κατ' ενιαυτον ενιαυτον και εκυκλου βαιθηλ και την γαλγαλα και την μασσηφαθ και εδικαζεν τον ισραηλ εν πασι τοις ηγιασμενοις τουτοις,,,,
1 Samuel 7:17,1SA,1 Samuel,7,17,η δε αποστροφη αυτου εις αρμαθαιμ οτι εκει ην ο οικος αυτου και εδικαζεν εκει τον ισραηλ και ωκοδομησεν εκει θυσιαστηριον τω κυριω,,,,
1 Samuel 8:1,1SA,1 Samuel,8,1,και εγενετο ως εγηρασεν σαμουηλ και κατεστησεν τους υιους αυτου δικαστας τω ισραηλ,,,,
1 Samuel 8:2,1SA,1 Samuel,8,2,και ταυτα τα ονοματα των υιων αυτου πρωτοτοκος ιωηλ και ονομα του δευτερου αβια δικασται εν βηρσαβεε,,,,
1 Samuel 8:3,1SA,1 Samuel,8,3,και ουκ επορευθησαν οι υιοι αυτου εν οδω αυτου και εξεκλιναν οπισω της συντελειας και ελαμβανον δωρα και εξεκλινον δικαιωματα,,,,
1 Samuel 8:4,1SA,1 Samuel,8,4,και συναθροιζονται ανδρες ισραηλ και παραγινονται εις αρμαθαιμ προς σαμουηλ,,,,
1 Samuel 8:5,1SA,1 Samuel,8,5,και ειπαν αυτω ιδου συ γεγηρακας και οι υιοι σου ου πορευονται εν τη οδω σου και νυν καταστησον εφ' ημας βασιλεα δικαζειν ημας καθα και τα λοιπα εθνη,,,,
1 Samuel 8:6,1SA,1 Samuel,8,6,και ην πονηρον το ρημα εν οφθαλμοις σαμουηλ ως ειπαν δος ημιν βασιλεα δικαζειν ημας και προσηυξατο σαμουηλ προς κυριον,,,,
1 Samuel 8:7,1SA,1 Samuel,8,7,και ειπεν κυριος προς σαμουηλ ακουε της φωνης του λαου καθα αν λαλησωσιν σοι οτι ου σε εξουθενηκασιν αλλ' η εμε εξουδενωκασιν του μη βασιλευειν επ' αυτων,,,,
1 Samuel 8:8,1SA,1 Samuel,8,8,κατα παντα τα ποιηματα α εποιησαν μοι αφ' ης ημερας ανηγαγον αυτους εξ αιγυπτου εως της ημερας ταυτης και εγκατελιπον με και εδουλευον θεοις ετεροις ουτως αυτοι ποιουσιν και σοι,,,,
1 Samuel 8:9,1SA,1 Samuel,8,9,και νυν ακουε της φωνης αυτων πλην οτι διαμαρτυρομενος διαμαρτυρη αυτοις και απαγγελεις αυτοις το δικαιωμα του βασιλεως ος βασιλευσει επ' αυτους,,,,
1 Samuel 8:10,1SA,1 Samuel,8,10,και ειπεν σαμουηλ παν το ρημα κυριου προς τον λαον τους αιτουντας παρ' αυτου βασιλεα,,,,
1 Samuel 8:11,1SA,1 Samuel,8,11,και ειπεν τουτο εσται το δικαιωμα του βασιλεως ος βασιλευσει εφ' υμας τους υιους υμων λημψεται και θησεται αυτους εν αρμασιν αυτου και ιππευσιν αυτου και προτρεχοντας των αρματων αυτου,,,,
1 Samuel 8:12,1SA,1 Samuel,8,12,και θεσθαι αυτους εαυτω χιλιαρχους και εκατονταρχους και θεριζειν θερισμον αυτου και τρυγαν τρυγητον αυτου και ποιειν σκευη πολεμικα αυτου και σκευη αρματων αυτου,,,,
1 Samuel 8:13,1SA,1 Samuel,8,13,και τας θυγατερας υμων λημψεται εις μυρεψους και εις μαγειρισσας και εις πεσσουσας,,,,
1 Samuel 8:14,1SA,1 Samuel,8,14,και τους αγρους υμων και τους αμπελωνας υμων και τους ελαιωνας υμων τους αγαθους λημψεται και δωσει τοις δουλοις αυτου,,,,
1 Samuel 8:15,1SA,1 Samuel,8,15,και τα σπερματα υμων και τους αμπελωνας υμων αποδεκατωσει και δωσει τοις ευνουχοις αυτου και τοις δουλοις αυτου,,,,
1 Samuel 8:16,1SA,1 Samuel,8,16,και τους δουλους υμων και τας δουλας υμων και τα βουκολια υμων τα αγαθα και τους ονους υμων λημψεται και αποδεκατωσει εις τα εργα αυτου,,,,
1 Samuel 8:17,1SA,1 Samuel,8,17,και τα ποιμνια υμων αποδεκατωσει και υμεις εσεσθε αυτω δουλοι,,,,
1 Samuel 8:18,1SA,1 Samuel,8,18,και βοησεσθε εν τη ημερα εκεινη εκ προσωπου βασιλεως υμων ου εξελεξασθε εαυτοις και ουκ επακουσεται κυριος υμων εν ταις ημεραις εκειναις οτι υμεις εξελεξασθε εαυτοις βασιλεα,,,,
1 Samuel 8:19,1SA,1 Samuel,8,19,και ουκ ηβουλετο ο λαος ακουσαι του σαμουηλ και ειπαν αυτω ουχι αλλ' η βασιλευς εσται εφ' ημας,,,,
1 Samuel 8:20,1SA,1 Samuel,8,20,και εσομεθα και ημεις κατα παντα τα εθνη και δικασει ημας βασιλευς ημων και εξελευσεται εμπροσθεν ημων και πολεμησει τον πολεμον ημων,,,,
1 Samuel 8:21,1SA,1 Samuel,8,21,και ηκουσεν σαμουηλ παντας τους λογους του λαου και ελαλησεν αυτους εις τα ωτα κυριου,,,,
1 Samuel 8:22,1SA,1 Samuel,8,22,και ειπεν κυριος προς σαμουηλ ακουε της φωνης αυτων και βασιλευσον αυτοις βασιλεα και ειπεν σαμουηλ προς ανδρας ισραηλ αποτρεχετω εκαστος εις την πολιν αυτου,,,,
1 Samuel 9:1,1SA,1 Samuel,9,1,και ην ανηρ εξ υιων βενιαμιν και ονομα αυτω κις υιος αβιηλ υιου σαρεδ υιου βαχιρ υιου αφεκ υιου ανδρος ιεμιναιου ανηρ δυνατος,,,,
1 Samuel 9:2,1SA,1 Samuel,9,2,και τουτω υιος και ονομα αυτω σαουλ ευμεγεθης ανηρ αγαθος και ουκ ην εν υιοις ισραηλ αγαθος υπερ αυτον υπερ ωμιαν και επανω υψηλος υπερ πασαν την γην,,,,
1 Samuel 9:3,1SA,1 Samuel,9,3,και απωλοντο αι ονοι κις πατρος σαουλ και ειπεν κις προς σαουλ τον υιον αυτου λαβε μετα σεαυτου εν των παιδαριων και αναστητε και πορευθητε και ζητησατε τας ονους,,,,
1 Samuel 9:4,1SA,1 Samuel,9,4,και διηλθον δι' ορους εφραιμ και διηλθον δια της γης σελχα και ουχ ευρον και διηλθον δια της γης εασακεμ και ουκ ην και διηλθον δια της γης ιακιμ και ουχ ευρον,,,,
1 Samuel 9:5,1SA,1 Samuel,9,5,αυτων ελθοντων εις την σιφ και σαουλ ειπεν τω παιδαριω αυτου τω μετ' αυτου δευρο και αναστρεψωμεν μη ανεις ο πατηρ μου τας ονους φροντιζη περι ημων,,,,
1 Samuel 9:6,1SA,1 Samuel,9,6,και ειπεν αυτω το παιδαριον ιδου δη ανθρωπος του θεου εν τη πολει ταυτη και ο ανθρωπος ενδοξος παν ο εαν λαληση παραγινομενον παρεσται και νυν πορευθωμεν οπως απαγγειλη ημιν την οδον ημων εφ' ην επορευθημεν επ' αυτην,,,,
1 Samuel 9:7,1SA,1 Samuel,9,7,και ειπεν σαουλ τω παιδαριω αυτου τω μετ' αυτου και ιδου πορευσομεθα και τι οισομεν τω ανθρωπω του θεου οτι οι αρτοι εκλελοιπασιν εκ των αγγειων ημων και πλειον ουκ εστιν μεθ' ημων εισενεγκειν τω ανθρωπω του θεου το υπαρχον ημιν,,,,
1 Samuel 9:8,1SA,1 Samuel,9,8,και προσεθετο το παιδαριον αποκριθηναι τω σαουλ και ειπεν ιδου ευρηται εν τη χειρι μου τεταρτον σικλου αργυριου και δωσεις τω ανθρωπω του θεου και απαγγελει ημιν την οδον ημων,,,,
1 Samuel 9:9,1SA,1 Samuel,9,9,και εμπροσθεν εν ισραηλ ταδε ελεγεν εκαστος εν τω πορευεσθαι επερωταν τον θεον δευρο πορευθωμεν προς τον βλεποντα οτι τον προφητην εκαλει ο λαος εμπροσθεν ο βλεπων,,,,
1 Samuel 9:10,1SA,1 Samuel,9,10,και ειπεν σαουλ προς το παιδαριον αυτου αγαθον το ρημα δευρο και πορευθωμεν και επορευθησαν εις την πολιν ου ην εκει ο ανθρωπος του θεου,,,,
1 Samuel 9:11,1SA,1 Samuel,9,11,αυτων αναβαινοντων την αναβασιν της πολεως και αυτοι ευρισκουσιν τα κορασια εξεληλυθοτα υδρευσασθαι υδωρ και λεγουσιν αυταις ει εστιν ενταυθα ο βλεπων,,,,
1 Samuel 9:12,1SA,1 Samuel,9,12,και απεκριθη τα κορασια αυτοις και λεγουσιν αυτοις εστιν ιδου κατα προσωπον υμων νυν δια την ημεραν ηκει εις την πολιν οτι θυσια σημερον τω λαω εν βαμα,,,,
1 Samuel 9:13,1SA,1 Samuel,9,13,ως αν εισελθητε την πολιν ουτως ευρησετε αυτον εν τη πολει πριν αναβηναι αυτον εις βαμα του φαγειν οτι ου μη φαγη ο λαος εως του εισελθειν αυτον οτι ουτος ευλογει την θυσιαν και μετα ταυτα εσθιουσιν οι ξενοι και νυν αναβητε οτι δια την ημεραν ευρησετε αυτον,,,,
1 Samuel 9:14,1SA,1 Samuel,9,14,και αναβαινουσιν την πολιν αυτων εισπορευομενων εις μεσον της πολεως και ιδου σαμουηλ εξηλθεν εις απαντησιν αυτων του αναβηναι εις βαμα,,,,
1 Samuel 9:15,1SA,1 Samuel,9,15,και κυριος απεκαλυψεν το ωτιον σαμουηλ ημερα μια εμπροσθεν του ελθειν προς αυτον σαουλ λεγων,,,,
1 Samuel 9:16,1SA,1 Samuel,9,16,ως ο καιρος αυριον αποστελω προς σε ανδρα εκ γης βενιαμιν και χρισεις αυτον εις αρχοντα επι τον λαον μου ισραηλ και σωσει τον λαον μου εκ χειρος αλλοφυλων οτι επεβλεψα επι την ταπεινωσιν του λαου μου οτι ηλθεν βοη αυτων προς με,,,,
1 Samuel 9:17,1SA,1 Samuel,9,17,και σαμουηλ ειδεν τον σαουλ και κυριος απεκριθη αυτω ιδου ο ανθρωπος ον ειπα σοι ουτος αρξει εν τω λαω μου,,,,
1 Samuel 9:18,1SA,1 Samuel,9,18,και προσηγαγεν σαουλ προς σαμουηλ εις μεσον της πολεως και ειπεν απαγγειλον δη ποιος ο οικος του βλεποντος,,,,
1 Samuel 9:19,1SA,1 Samuel,9,19,και απεκριθη σαμουηλ τω σαουλ και ειπεν εγω ειμι αυτος αναβηθι εμπροσθεν μου εις βαμα και φαγε μετ' εμου σημερον και εξαποστελω σε πρωι και παντα τα εν τη καρδια σου απαγγελω σοι,,,,
1 Samuel 9:20,1SA,1 Samuel,9,20,και περι των ονων σου των απολωλυιων σημερον τριταιων μη θης την καρδιαν σου αυταις οτι ευρηνται και τινι τα ωραια του ισραηλ ου σοι και τω οικω του πατρος σου,,,,
1 Samuel 9:21,1SA,1 Samuel,9,21,και απεκριθη σαουλ και ειπεν ουχι ανδρος υιος ιεμιναιου εγω ειμι του μικρου σκηπτρου φυλης ισραηλ και της φυλης της ελαχιστης εξ ολου σκηπτρου βενιαμιν και ινα τι ελαλησας προς εμε κατα το ρημα τουτο,,,,
1 Samuel 9:22,1SA,1 Samuel,9,22,και ελαβεν σαμουηλ τον σαουλ και το παιδαριον αυτου και εισηγαγεν αυτους εις το καταλυμα και εθετο αυτοις τοπον εν πρωτοις των κεκλημενων ωσει εβδομηκοντα ανδρων,,,,
1 Samuel 9:23,1SA,1 Samuel,9,23,και ειπεν σαμουηλ τω μαγειρω δος μοι την μεριδα ην εδωκα σοι ην ειπα σοι θειναι αυτην παρα σοι,,,,
1 Samuel 9:24,1SA,1 Samuel,9,24,και υψωσεν ο μαγειρος την κωλεαν και παρεθηκεν αυτην ενωπιον σαουλ και ειπεν σαμουηλ τω σαουλ ιδου υπολειμμα παραθες αυτο ενωπιον σου και φαγε οτι εις μαρτυριον τεθειται σοι παρα τους αλλους αποκνιζε και εφαγεν σαουλ μετα σαμουηλ εν τη ημερα εκεινη,,,,
1 Samuel 9:25,1SA,1 Samuel,9,25,και κατεβη εκ της βαμα εν τη πολει και διεστρωσαν τω σαουλ επι τω δωματι,,,,
1 Samuel 9:26,1SA,1 Samuel,9,26,και εκοιμηθη και εγενετο ως ανεβαινεν ο ορθρος και εκαλεσεν σαμουηλ τον σαουλ επι τω δωματι λεγων αναστα και εξαποστελω σε και ανεστη σαουλ και εξηλθεν αυτος και σαμουηλ εως εξω,,,,
1 Samuel 9:27,1SA,1 Samuel,9,27,αυτων καταβαινοντων εις μερος της πολεως και σαμουηλ ειπεν τω σαουλ ειπον τω νεανισκω και διελθετω εμπροσθεν ημων και συ στηθι ως σημερον και ακουσον ρημα θεου,,,,
1 Samuel 10:1,1SA,1 Samuel,10,1,και ελαβεν σαμουηλ τον φακον του ελαιου και επεχεεν επι την κεφαλην αυτου και εφιλησεν αυτον και ειπεν αυτω ουχι κεχρικεν σε κυριος εις αρχοντα επι τον λαον αυτου επι ισραηλ και συ αρξεις εν λαω κυριου και συ σωσεις αυτον εκ χειρος εχθρων αυτου κυκλοθεν και τουτο σοι το σημειον οτι εχρισεν σε κυριος επι κληρονομιαν αυτου εις αρχοντα,,,,
1 Samuel 10:2,1SA,1 Samuel,10,2,ως αν απελθης σημερον απ' εμου και ευρησεις δυο ανδρας προς τοις ταφοις ραχηλ εν τω οριω βενιαμιν αλλομενους μεγαλα και ερουσιν σοι ευρηνται αι ονοι ας επορευθητε ζητειν και ιδου ο πατηρ σου αποτετινακται το ρημα των ονων και εδαψιλευσατο δι' υμας λεγων τι ποιησω υπερ του υιου μου,,,,
1 Samuel 10:3,1SA,1 Samuel,10,3,και απελευσει εκειθεν και επεκεινα ηξεις εως της δρυος θαβωρ και ευρησεις εκει τρεις ανδρας αναβαινοντας προς τον θεον εις βαιθηλ ενα αιροντα τρια αιγιδια και ενα αιροντα τρια αγγεια αρτων και ενα αιροντα ασκον οινου,,,,
1 Samuel 10:4,1SA,1 Samuel,10,4,και ερωτησουσιν σε τα εις ειρηνην και δωσουσιν σοι δυο απαρχας αρτων και λημψη εκ της χειρος αυτων,,,,
1 Samuel 10:5,1SA,1 Samuel,10,5,και μετα ταυτα εισελευση εις τον βουνον του θεου ου εστιν εκει το αναστημα των αλλοφυλων εκει νασιβ ο αλλοφυλος και εσται ως αν εισελθητε εκει εις την πολιν και απαντησεις χορω προφητων καταβαινοντων εκ της βαμα και εμπροσθεν αυτων ναβλα και τυμπανον και αυλος και κινυρα και αυτοι προφητευοντες,,,,
1 Samuel 10:6,1SA,1 Samuel,10,6,και εφαλειται επι σε πνευμα κυριου και προφητευσεις μετ' αυτων και στραφηση εις ανδρα αλλον,,,,
1 Samuel 10:7,1SA,1 Samuel,10,7,και εσται οταν ηξει τα σημεια ταυτα επι σε ποιει παντα οσα εαν ευρη η χειρ σου οτι θεος μετα σου,,,,
1 Samuel 10:8,1SA,1 Samuel,10,8,και καταβηση εμπροσθεν της γαλγαλα και ιδου καταβαινω προς σε ανενεγκειν ολοκαυτωσιν και θυσιας ειρηνικας επτα ημερας διαλειψεις εως του ελθειν με προς σε και γνωρισω σοι α ποιησεις,,,,
