ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Genesis 31:27,GEN,Genesis,31,27,"καὶ εἰ ἀνήγγειλάς μοι, ἐξαπέστειλα ἄν σε μετ᾿ εὐφροσύνης καὶ μετὰ μουσικῶν καὶ τυμπάνων καὶ κιθάρας,",,,,
Genesis 31:28,GEN,Genesis,31,28,καὶ οὐκ ἠξιώθην καταφιλῆσαι τὰ παιδία μου καὶ τὰς θυγατέρας μου. νῦν δὲ ἀφρόνως ἔπραξας.,,,,
Genesis 31:29,GEN,Genesis,31,29,"καὶ νῦν ἰσχύει ἡ χείρ μου κακοποιῆσαί σε· ὁ δὲ Θεὸς τοῦ πατρός σου ἐχθὲς εἶπε πρός με λέγων· φύλαξε σεαυτόν, μή ποτε λαλήσῃς μετὰ ᾿Ιακὼβ πονηρά.",,,,
Genesis 31:30,GEN,Genesis,31,30,νῦν οὖν πεπόρευσαι· ἐπιθυμίᾳ γὰρ ἐπεθύμησας ἀπελθεῖν εἰς τὸν οἶκον τοῦ πατρός σου· ἱνατί ἔκλεψας τοὺς θεούς μου,,,,
Genesis 31:31,GEN,Genesis,31,31,ἀποκριθεὶς δὲ ᾿Ιακὼβ εἶπε τῷ Λάβαν· ὅτι ἐφοβήθην· εἶπα γάρ· μή ποτε ἀφέλῃς τὰς θυγατέρας σου ἀπ᾿ ἐμοῦ καὶ πάντα τὰ ἐμά.,,,,
Genesis 31:32,GEN,Genesis,31,32,"καὶ εἶπεν ᾿Ιακώβ· παρ᾿ ᾧ ἂν εὕρῃς τοὺς θεούς σου, οὐ ζήσεται ἐναντίον τῶν ἀδελφῶν ἡμῶν· ἐπίγνωθι τί ἐστι παρ᾿ ἐμοὶ τῶν σῶν καὶ λαβέ. καὶ οὐκ ἐπέγνω παρ᾿ αὐτῷ οὐδέν. οὐκ ᾔδει δὲ ᾿Ιακώβ, ὅτι Ραχὴλ ἡ γυνὴ αὐτοῦ ἔκλεψεν αὐτούς.",,,,
Genesis 31:33,GEN,Genesis,31,33,εἰσελθὼν δὲ Λάβαν ἠρεύνησεν εἰς τὸν οἶκον Λείας καὶ οὐχ εὗρεν· καὶ ἐξῆλθεν ἐκ τοῦ οἴκου Λείας καὶ ἠρεύνησε τὸν οἶκον ᾿Ιακὼβ καὶ ἐν τῷ οἴκῳ τῶν δύο παιδισκῶν καὶ οὐχ εὗρεν. εἰσῆλθε δὲ καὶ εἰς τὸν οἶκον Ραχήλ.,,,,
Genesis 31:34,GEN,Genesis,31,34,Ραχὴλ δὲ ἔλαβε τὰ εἴδωλα καὶ ἐνέβαλεν αὐτὰ εἰς τὰ σάγματα τῆς καμήλου καὶ ἐπεκάθισεν αὐτοῖς.,,,,
Genesis 31:35,GEN,Genesis,31,35,"καὶ εἶπε τῷ πατρὶ αὐτῆς· μὴ βαρέως φέρε, κύριε· οὐ δύναμαι ἀναστῆναι ἐνώπιόν σου, ὅτι τὰ κατ᾿ ἐθισμὸν τῶν γυναικῶν μοι ἐστίν· ἠρεύνησε δὲ Λάβαν ἐν ὅλῳ τῷ οἴκῳ καὶ οὐχ εὗρε τὰ εἴδωλα.",,,,
Genesis 31:36,GEN,Genesis,31,36,"ὠργίσθη δὲ ᾿Ιακὼβ καὶ ἐμαχέσατο τῷ Λάβαν· ἀποκριθεὶς δὲ ᾿Ιακὼβ εἶπε τῷ Λάβαν· τί τὸ ἀδίκημά μου καὶ τί τὸ ἁμάρτημά μου, ὅτι κατεδίωξας ὀπίσω μου",,,,
Genesis 31:37,GEN,Genesis,31,37,"καὶ ὅτι ἠρεύνησας πάντα τὰ σκεύη τοῦ οἴκου μου; τί εὗρες ἀπὸ πάντων τῶν σκευῶν τοῦ οἴκου σου; θές ὧδε ἐνώπιον τῶν ἀδελφῶν σου καὶ τῶν ἀδελφῶν μου, καὶ ἐλεγξάτωσαν ἀνὰ μέσον τῶν δύο ἡμῶν.",,,,
Genesis 31:38,GEN,Genesis,31,38,ταῦτά μοι εἴκοσιν ἔτη ἐγώ εἰμι μετὰ σοῦ· τὰ πρόβατά σου καὶ αἱ αἶγές σου οὐκ ἠτεκνώθησαν· κριοὺς τῶν προβάτων σου οὐ κατέφαγον·,,,,
Genesis 31:39,GEN,Genesis,31,39,"θηριάλωτον οὐκ ἐνήνοχά σοι, ἐγὼ ἀπετίννυον παρ᾿ ἐμαυτοῦ κλέμματα ἡμέρας καὶ κλέμματα νυκτός·",,,,
Genesis 31:40,GEN,Genesis,31,40,"ἐγενόμην τῆς ἡμέρας συγκαιόμενος τῷ καύματι καὶ τῷ παγετῷ τῆς νυκτός, καὶ ἀφίστατο ὁ ὕπνος μου ἀπὸ τῶν ὀφθαλμῶν μου.",,,,
Genesis 31:41,GEN,Genesis,31,41,"ταῦτά μοι εἴκοσιν ἔτη ἐγώ εἰμι ἐν τῇ οἰκιίᾳ σου· ἐδούλευσά σοι δεκατέσσαρα ἔτη ἀντὶ τῶν δύο θυγατέρων σου καὶ ἓξ ἔτη ἐν τοῖς προβάτοις σου, καὶ παρελογίσω τὸν μισθόν μου δέκα ἀμνάσιν.",,,,
Genesis 31:42,GEN,Genesis,31,42,"εἰ μὴ ὁ Θεὸς τοῦ πατρός μου ῾Αβραὰμ καὶ ὁ φόβος ᾿Ισαὰκ ἦν μοι, νῦν ἂν κενόν με ἐξαπέστειλας· τὴν ταπείνωσίν μου καὶ τὸν κόπον τῶν χειρῶν μου εἶδεν ὁ Θεὸς καὶ ἤλεγξέ σε ἐχθές.",,,,
Genesis 31:43,GEN,Genesis,31,43,"ἀποκριθεὶς δὲ Λάβαν εἶπε τῷ ᾿Ιακώβ· αἱ θυγατέρες θυγατέρες μου, καὶ οἱ υἱοὶ υἱοί μου, καὶ τὰ κτήνη κτήνη μου, καὶ πάντα, ὅσα σὺ ὁρᾷς, ἐμά ἐστι καὶ τῶν θυγατέρων μου· τί ποιήσω ταύταις σήμερον ἢ τοῖς τέκνοις αὐτῶν, οἷς ἔτεκον",,,,
Genesis 31:44,GEN,Genesis,31,44,"νῦν οὖν δεῦρο διαθώμεθα διαθήκην ἐγώ τε καὶ σύ, καὶ ἔσται εἰς μαρτύριον ἀνὰ μέσον ἐμοῦ καὶ σοῦ, εἶπε δὲ αὐτῷ· ἰδοὺ οὐδεὶς μεθ᾿ ἡμῶν ἐστιν, ἰδέ, ὁ Θεὸς μάρτυς ἀνὰ μέσον ἐμοῦ καὶ σοῦ.",,,,
Genesis 31:45,GEN,Genesis,31,45,λαβὼν δὲ ᾿Ιακὼβ λίθον ἔστησεν αὐτὸν στήλην.,,,,
Genesis 31:46,GEN,Genesis,31,46,"εἶπε δὲ ᾿Ιακὼβ τοῖς ἀδελφοῖς αὐτοῦ· συλλέγετε λίθους. καὶ συνέλεξαν λίθους καὶ ἐποίησαν βουνόν, καὶ ἔφαγον ἐκεῖ ἐπὶ τοῦ βουνοῦ.",,,,
Genesis 31:47,GEN,Genesis,31,47,καὶ εἶπεν αὐτῷ Λάβαν· ὁ βουνὸς οὗτος μαρτυρεῖ ἀνὰ μέσον ἐμοῦ καὶ σοῦ σήμερον.,,,,
Genesis 31:48,GEN,Genesis,31,48,"καὶ ἐκάλεσεν αὐτὸν Λάβαν Βουνὸς τῆς μαρτυρίας. ᾿Ιακὼβ δὲ ἐκάλεσεν αὐτὸν Βουνὸς μάρτυς. εἶπε δὲ Λάβαν τῷ ᾿Ιακώβ· ἰδοὺ ὁ βουνὸς οὗτος καὶ ἡ στήλη, ἣν ἔστησα ἀνὰ μέσον ἐμοῦ καὶ σοῦ, μαρτυρεῖ ὁ βουνὸς οὗτος, καὶ μαρτυρεῖ ἡ στήλη αὕτη· διὰ τοῦτο ἐκλήθη τὸ ὄνομα αὐτοῦ, Βουνὸς μαρτυρεῖ.",,,,
Genesis 31:49,GEN,Genesis,31,49,"καὶ ἡ ῞Ορασις, ἣν εἶπεν· ἐπίδοι ὁ Θεὸς ἀνὰ μέσον ἐμοῦ καὶ σοῦ, ὅτι ἀποστησόμεθα ἕτερος ἀφ᾿ ἑτέρου.",,,,
Genesis 31:50,GEN,Genesis,31,50,"εἰ ταπεινώσεις τὰς θυγατέρας μου, εἰ λήψῃ γυναῖκας πρὸς ταῖς θυγατράσι μου, ὅρα, οὐδεὶς μεθ᾿ ἡμῶν ἐστιν ὁρῶν· Θεὸς μάρτυς μεταξὺ ἐμοῦ καὶ μεταξὺ σοῦ.",,,,
Genesis 31:51,GEN,Genesis,31,51,καὶ εἶπε Λάβαν τῷ ᾿Ιακώβ· ἰδοὺ ὁ βουνὸς οὗτος καὶ μάρτυς ἡ στήλη αὕτη.,,,,
Genesis 31:52,GEN,Genesis,31,52,"ἐὰν τε γὰρ ἐγὼ μὴ διαβῶ πρὸς σὲ μηδὲ σὺ διαβῇς πρός με τὸν βουνὸν τοῦτον καὶ τὴν στήλην ταύτην ἐπὶ κακίᾳ,",,,,
Genesis 31:53,GEN,Genesis,31,53,ὁ Θεὸς ῾Αβραὰμ καὶ ὁ Θεὸς Ναχὼρ κρινεῖ ἀνὰ μέσον ἡμῶν.,,,,
Genesis 31:54,GEN,Genesis,31,54,"καὶ ὤμοσεν ᾿Ιακὼβ κατὰ τοῦ φόβου τοῦ πατρὸς αὐτοῦ ᾿Ισαάκ, καὶ ἔθυσε θυσίαν ἐν τῷ ὄρει καὶ ἐκάλεσε τοὺς ἀδελφοὺς αὐτοῦ, καὶ ἔφαγον καὶ ἔπιον καὶ ἐκοιμήθησαν ἐν τῷ ὄρει.",,,,
Genesis 31:55,GEN,Genesis,31,55,"ἀναστὰς δὲ Λάβαν τὸ πρωΐ κατεφίλησε τοὺς υἱοὺς καὶ τὰς θυγατέρας αὐτοῦ καὶ εὐλόγησεν αὐτούς, καὶ ἀποστραφεὶς Λάβαν ἀπῆλθεν εἰς τὸν τόπον αὐτοῦ.",,,,
Genesis 32:1,GEN,Genesis,32,1,"ΚΑΙ ᾿Ιακὼβ ἀπῆλθεν εἰς τὴν ὁδὸν ἑαυτοῦ. καὶ ἀναβλέψας εἶδε παρεμβολὴν Θεοῦ παρεμβεβληκυῖαν, καὶ συνήντησαν αὐτῷ οἱ ἄγγελοι τοῦ Θεοῦ.",,,,
Genesis 32:2,GEN,Genesis,32,2,"εἶπε δὲ ᾿Ιακώβ, ἡνίκα εἶδεν αὐτούς· παρεμβολὴ Θεοῦ αὕτη· καὶ ἐκάλεσε τὸ ὄνομα τοῦ τόπου ἐκείνου Παρεμβολαί.",,,,
Genesis 32:3,GEN,Genesis,32,3,"᾿Απέστειλε δὲ ᾿Ιακὼβ ἀγγέλους ἔμπροσθεν αὐτοῦ πρὸς ῾Ησαῦ τὸν ἀδελφὸν αὐτοῦ εἰς γῆν Σηείρ, εἰς χώραν ᾿Εδώμ.",,,,
Genesis 32:4,GEN,Genesis,32,4,"καὶ ἐνετείλατο αὐτοῖς λέγων· οὕτως ἐρεῖτε τῷ κυρίῳ μου ῾Ησαῦ· οὕτως λέγει ὁ παῖς σου ᾿Ιακώβ· μετὰ Λάβαν παρῴκησα, καὶ ἐχρόνισα ἕως τοῦ νῦν,",,,,
Genesis 32:5,GEN,Genesis,32,5,"καὶ ἐγένοντό μοι βόες καὶ ὄνοι καὶ πρόβατα καὶ παῖδες καὶ παιδίσκαι, καὶ ἀπέστειλα ἀναγγεῖλαι τῷ κυρίῳ μου ῾Ησαῦ, ἵνα εὕρῃ ὁ παῖς σου χάριν ἐναντίον σου.",,,,
Genesis 32:6,GEN,Genesis,32,6,"καὶ ἀνέστρεψαν οἱ ἄγγελοι πρὸς ᾿Ιακὼβ λέγοντες· ἤλθομεν πρὸς τὸν ἀδελφόν σου ῾Ησαῦ, καὶ ἰδοὺ αὐτὸς ἔρχεται εἰς συνάντησίν σοι καὶ τετρακόσιοι ἄνδρες μετ᾿ αὐτοῦ.",,,,
Genesis 32:7,GEN,Genesis,32,7,"ἐφοβήθη δὲ ᾿Ιακὼβ σφόδρα, καὶ ἠπορεῖτο. καὶ διεῖλε τὸν λαὸν τὸν μεθ᾿ ἑαυτοῦ καὶ τοὺς βόας καὶ τὰς καμήλους καὶ τὰ πρόβατα εἰς δύο παρεμβολάς,",,,,
Genesis 32:8,GEN,Genesis,32,8,"καὶ εἶπεν ᾿Ιακώβ· ἐὰν ἔλθῃ ῾Ησαῦ εἰς παρεμβολὴν μίαν καὶ κόψῃ αὐτήν, ἔσται ἡ παρεμβολὴ ἡ δευτέρα εἰς τὸ σώζεσθαι.",,,,
Genesis 32:9,GEN,Genesis,32,9,"εἶπε δὲ ᾿Ιακώβ· ὁ Θεὸς τοῦ πατρός μου ῾Αβραὰμ καὶ ὁ Θεὸς τοῦ πατρός μου ᾿Ισαάκ, Κύριε σὺ ὁ εἰπών μοι, ἀπότρεχε εἰς τὴν γῆν τῆς γενέσεώς σου καὶ εὖ σε ποιήσω,",,,,
Genesis 32:10,GEN,Genesis,32,10,"ἱκανούσθω μοι ἀπὸ πάσης δικαιοσύνης καὶ ἀπὸ πάσης ἀληθείας, ἧς ἐποίησας τῷ παιδί σου· ἐν γὰρ τῇ ῥάβδῳ μου ταύτῃ διέβην τὸν ᾿Ιορδάνην τοῦτον, νυνὶ δὲ γέγονα εἰς δύο παρεμβολάς.",,,,
Genesis 32:11,GEN,Genesis,32,11,"ἐξελοῦ με ἐκ χειρὸς τοῦ ἀδελφοῦ μου, ἐκ χειρὸς ῾Ησαῦ, ὅτι φοβοῦμαι ἐγὼ αὐτόν, μή ποτε ἐλθὼν πατάξῃ με καὶ μητέρα ἐπὶ τέκνοις.",,,,
Genesis 32:12,GEN,Genesis,32,12,"σὺ δὲ εἶπας· εὖ σε ποιήσω καὶ θήσω τὸ σπέρμα σου ὡς τὴν ἄμμον τῆς θαλάσσης, ἣ οὐκ ἀριθμηθήσεται ἀπὸ τοῦ πλήθους.",,,,
Genesis 32:13,GEN,Genesis,32,13,"καὶ ἐκοιμήθη ἐκεῖ τὴν νύκτα ἐκείνην. καὶ ἔλαβεν ὧν ἔφερε δῶρα καὶ ἐξαπέστειλεν ῾Ησαῦ τῷ ἀδελφῷ αὐτοῦ,",,,,
Genesis 32:14,GEN,Genesis,32,14,"αἶγας διακοσίας, τράγους εἴκοσι, πρόβατα διακόσια, κριοὺς εἴκοσι,",,,,
Genesis 32:15,GEN,Genesis,32,15,"καμήλους θηλαζούσας, καὶ τὰ παιδία αὐτῶν τριάκοντα, βόας τεσσαράκοντα, ταύρους δέκα, ὄνους εἴκοσι καὶ πώλους δέκα.",,,,
Genesis 32:16,GEN,Genesis,32,16,"καὶ ἔδωκεν αὐτὰ τοῖς παισὶν αὐτοῦ ποίμνιον κατὰ μόνας. εἶπε δὲ τοῖς παισὶν αὐτοῦ· προπορεύεσθε ἔμπροσθέν μου, καὶ διάστημα ποιεῖτε ἀνὰ μέσον ποίμνης καὶ ποίμνης.",,,,
Genesis 32:17,GEN,Genesis,32,17,"καὶ ἐνετείλατο τῷ πρώτῳ, λέγων· ἐάν σοι συναντήσῃ ῾Ησαῦ ὁ ἀδελφός μου καὶ ἐρωτᾷ σε, λέγων· τίνος εἶ καὶ ποῦ πορεύῃ, καὶ τίνος ταῦτα τὰ προπορευόμενά σου",,,,
Genesis 32:18,GEN,Genesis,32,18,"ἐρεῖς· τοῦ παιδός σου ᾿Ιακώβ· δῶρα ἀπέσταλκε τῷ κυρίῳ μου ῾Ησαῦ, καὶ ἰδοὺ αὐτὸς ὀπίσω ἡμῶν.",,,,
Genesis 32:19,GEN,Genesis,32,19,"καὶ ἐνετείλατο τῷ πρώτῳ καὶ τῷ δευτέρῳ καὶ τῷ τρίτῳ καὶ πᾶσι τοῖς προπορευομένοις ὀπίσω τῶν ποιμνίων τούτων, λέγων· κατὰ τὸ ρῆμα τοῦτο λαλήσατε ῾Ησαῦ ἐν τῷ εὑρεῖν ὑμᾶς αὐτὸν",,,,
Genesis 32:20,GEN,Genesis,32,20,"καὶ ἐρεῖτε· ἰδοὺ ὁ παῖς σου ᾿Ιακὼβ παραγίνεται ὀπίσω ἡμῶν. εἶπε γάρ· ἐξιλάσομαι τὸ πρόσωπον αὐτοῦ ἐν τοῖς δώροις τοῖς προπορευομένοις αὐτοῦ, καὶ μετὰ τοῦτο ὄψομαι τὸ πρόσωπον αὐτοῦ· ἴσως γὰρ προσδέξεται τὸ πρόσωπόν μου.",,,,
Genesis 32:21,GEN,Genesis,32,21,"καὶ προεπορεύετο τὰ δῶρα κατὰ πρόσωπον αὐτοῦ, αὐτὸς δὲ ἐκοιμήθη τὴν νύκτα ἐκείνην ἐν τῇ παρεμβολῇ.",,,,
Genesis 32:22,GEN,Genesis,32,22,᾿Αναστὰς δὲ τὴν νύκτα ἐκείνην ἔλαβε τὰς δύο γυναῖκας καὶ τὰς δύο παιδίσκας καὶ τὰ ἕνδεκα παιδία αὐτοῦ καὶ διέβη τὴν διάβασιν τοῦ ᾿Ιαβώκ·,,,,
Genesis 32:23,GEN,Genesis,32,23,καὶ ἔλαβεν αὐτοὺς καὶ διέβη τὸν χειμάρρουν καὶ διεβίβασε πάντα τὰ αὐτοῦ.,,,,
Genesis 32:24,GEN,Genesis,32,24,"ὑπελείφθη δὲ ᾿Ιακὼβ μόνος, καὶ ἐπάλαιεν ἄνθρωπος μετ᾿ αὐτοῦ ἕως πρωΐ.",,,,
Genesis 32:25,GEN,Genesis,32,25,"εἶδε δέ, ὅτι οὐ δύναται πρὸς αὐτόν, καὶ ἥψατο τοῦ πλάτους τοῦ μηροῦ αὐτοῦ, καὶ ἐνάρκησε τὸ πλάτος τοῦ μηροῦ ᾿Ιακὼβ ἐν τῷ παλαίειν αὐτὸν μετ᾿ αὐτοῦ.",,,,
Genesis 32:26,GEN,Genesis,32,26,"καὶ εἶπεν αὐτῷ· ἀπόστειλόν με· ἀνέβη γὰρ ὁ ὄρθρος. ὁ δὲ εἶπεν· οὐ μή σε ἀποστείλω, ἐὰν μή με εὐλογήσῃς.",,,,
Genesis 32:27,GEN,Genesis,32,27,"εἶπε δὲ αὐτῷ· τί τὸ ὄνομά σου ἐστίν, ὁ δὲ εἶπεν· ᾿Ιακώβ.",,,,
Genesis 32:28,GEN,Genesis,32,28,"καὶ εἶπεν αὐτῷ· οὐ κληθήσεται ἔτι τὸ ὄνομά σου ᾿Ιακώβ, ἀλλ᾿ ᾿Ισραὴλ ἔσται τὸ ὄνομά σου, ὅτι ἐνίσχυσας μετὰ Θεοῦ, καὶ μετ᾿ ἀνθρώπων δυνατὸς ἔσῃ.",,,,
Genesis 32:29,GEN,Genesis,32,29,ἠρώτησε δὲ ᾿Ιακὼβ καὶ εἶπεν· ἀνάγγειλόν μοι τὸ ὄνομά σου. καὶ εἶπεν· ἱνατί τοῦτο ἐρωτᾶς σὺ τὸ ὄνομά μου; καὶ εὐλόγησεν αὐτὸν ἐκεῖ.,,,,
Genesis 32:30,GEN,Genesis,32,30,"καὶ ἐκάλεσεν ᾿Ιακὼβ τὸ ὄνομα τοῦ τόπου ἐκείνου, Εἶδος Θεοῦ· εἶδον γὰρ Θεὸν πρόσωπον πρὸς πρόσωπον, καὶ ἐσώθη μου ἡ ψυχή.",,,,
Genesis 32:31,GEN,Genesis,32,31,"ἀνέτειλε δὲ αὐτῷ ὁ ἥλιος, ἡνίκα παρῆλθε τὸ εἶδος τοῦ Θεοῦ· αὐτὸς δέ ἐπέσκαζε τῷ μηρῷ αὐτοῦ·",,,,
Genesis 32:32,GEN,Genesis,32,32,"ἕνεκεν τούτου οὐ μὴ φάγωσιν υἱοὶ ᾿Ισραὴλ τὸ νεῦρον, ὃ ἐνάρκησεν, ὅ ἐστιν ἐπὶ τοῦ πλάτους τοῦ μηροῦ, ἕως τῆς ἡμέρας ταύτης, ὅτι ἥψατο τοῦ πλάτους τοῦ μηροῦ ᾿Ιακὼβ τοῦ νεύρου, ὃ ἐνάρκησεν.",,,,
Genesis 33:1,GEN,Genesis,33,1,ΑΝΑΒΛΕΨΑΣ δὲ ᾿Ιακὼβ τοῖς ὀφθαλμοῖς αὐτοῦ εἶδε καὶ ἰδοὺ ῾Ησαῦ ὁ ἀδελφὸς αὐτοῦ ἐρχόμενος καὶ τετρακόσιοι ἄνδρες μετ᾿ αὐτοῦ. καὶ διεῖλεν ᾿Ιακὼβ τὰ παιδία ἐπὶ Λείαν καὶ ἐπί Ραχὴλ καὶ τὰς δύος παιδίσκας.,,,,
Genesis 33:2,GEN,Genesis,33,2,καὶ ἔθετο τὰς δύο παιδίσκας καὶ τοὺς υἱοὺς αὐτῶν ἐν πρώτοις καὶ Λείαν καὶ τὰ παιδία αὐτῆς ὀπίσω καὶ Ραχὴλ καὶ ᾿Ιωσὴφ ἐσχάτους.,,,,
Genesis 33:3,GEN,Genesis,33,3,αὐτὸς δὲ προῆλθεν ἔμπροσθεν αὐτῶν καὶ προσεκύνησεν ἐπὶ τὴν γῆν ἑπτάκις ἕως τοῦ ἐγγίσαι τῷ ἀδελφῷ αὐτοῦ.,,,,
Genesis 33:4,GEN,Genesis,33,4,καὶ προσέδραμεν ῾Ησαῦ εἰς συνάντησιν αὐτῷ καὶ περιλαβὼν αὐτὸν προσέπεσεν ἐπὶ τὸν τράχηλον αὐτοῦ καὶ κατεφίλησεν αὐτὸν καὶ ἔκλαυσαν ἀμφότεροι.,,,,
Genesis 33:5,GEN,Genesis,33,5,"καὶ ἀναβλέψας ῾Ησαῦ εἶδε τὰς γυναῖκας καὶ τὰ παιδία καὶ εἶπε· τί ταῦτά σοι ἐστίν; ὁ δὲ εἶπε· τὰ παιδία, οἷς ἠλέησεν ὁ Θεὸς τὸν παῖδά σου.",,,,
Genesis 33:6,GEN,Genesis,33,6,"καὶ προσήγγισαν αἱ παιδίσκαι καὶ τὰ τέκνα αὐτῶν καὶ προσεκύνησαν,",,,,
Genesis 33:7,GEN,Genesis,33,7,καὶ προσήγγισε Λεία καὶ τὰ τέκνα αὐτῆς καὶ προσεκύνησαν. καὶ μετὰ ταῦτα προσήγγισε Ραχὴλ καὶ ᾿Ιωσὴφ καὶ προσεκύνησαν.,,,,
Genesis 33:8,GEN,Genesis,33,8,"καὶ εἶπε· τί ταῦτά σοι ἐστί, πᾶσαι αἱ παρεμβολαί αὗται, αἷς ἀπήντηκα; ὁ δὲ εἶπεν· ἵνα εὕρῃ ὁ παῖς σου χάριν ἐναντίον σου, κύριε.",,,,
Genesis 33:9,GEN,Genesis,33,9,"εἶπε δὲ ῾Ησαῦ· ἔστι μοι πολλά, ἀδελφέ· ἔστω σοι τὰ σά.",,,,
Genesis 33:10,GEN,Genesis,33,10,"εἶπε δὲ ᾿Ιακώβ· εἰ εὗρον χάριν ἐναντίον σου, δέξαι τὰ δῶρα διὰ τῶν ἐμῶν χειρῶν· ἕνεκεν τούτου εἶδον τὸ πρόσωπόν σου, ὡς ἄν τις ἴδοι πρόσωπον Θεοῦ, καὶ εὐδοκήσεις με.",,,,
Genesis 33:11,GEN,Genesis,33,11,"λαβὲ τὰς εὐλογίας μου, ἃς ἤνεγκά σοι, ὅτι ἠλέησέ με ὁ Θεὸς καὶ ἔστι μοι πάντα. καὶ ἐβιάσατο αὐτὸν καὶ ἔλαβε·",,,,
Genesis 33:12,GEN,Genesis,33,12,καὶ εἶπεν· ἀπάραντες πορευσώμεθα ἐπ᾿ εὐθεῖαν.,,,,
Genesis 33:13,GEN,Genesis,33,13,"εἶπε δὲ αὐτῷ· ὁ κύριός μου γινώσκει, ὅτι τὰ παιδία ἁπαλώτερα καὶ τὰ πρόβατα καὶ αἱ βόες λοχεύονται ἐπ᾿ ἐμέ· ἐὰν οὖν καταδιώξω αὐτὰ ἡμέραν μίαν, ἀποθανοῦνται πάντα τὰ κτήνη.",,,,
Genesis 33:14,GEN,Genesis,33,14,"προελθέτω ὁ κύριός μου ἔμπροσθεν τοῦ παιδὸς αὐτοῦ, ἐγὼ δὲ ἐνισχύσω ἐν τῇ ὁδῷ κατὰ σχολὴν τῆς πορεύσεως τῆς ἐναντίον μου καὶ κατὰ πόδα τῶν παιδαρίων, ἕως τοῦ ἐλθεῖν με πρὸς τὸν κύριόν μου εἰς Σηείρ.",,,,
Genesis 33:15,GEN,Genesis,33,15,"εἶπε δὲ ῾Ησαῦ· καταλείψω μετὰ σοῦ ἀπὸ τοῦ λαοῦ τοῦ μετ᾿ ἐμοῦ. ὁ δὲ εἶπεν· ἱνατί τοῦτο; ἱκανόν, ὅτι εὗρον χάριν ἐναντίον σου, κύριε.",,,,
Genesis 33:16,GEN,Genesis,33,16,ἀπέστρεψε δὲ ῾Ησαῦ ἐν τῇ ἡμέρᾳ ἐκείνῃ εἰς τὴν ὁδὸν αὐτοῦ εἰς Σηείρ.,,,,
Genesis 33:17,GEN,Genesis,33,17,"Καὶ ᾿Ιακὼβ ἀπαίρει εἰς σκηνάς· καὶ ἐποίησεν ἑαυτῷ ἐκεῖ οἰκίας καὶ τοῖς κτήνεσιν αὐτοῦ ἐποίησε σκηνάς· διὰ τοῦτο ἐκάλεσε τὸ ὄνομα τοῦ τόπου ἐκείνου, Σκηναί.",,,,
Genesis 33:18,GEN,Genesis,33,18,"καὶ ἦλθεν ᾿Ιακὼβ εἰς Σαλὴμ πόλιν Σικίμων, ἥ ἐστιν ἐν γῇ Χαναάν, ὅτε ἐπανῆλθεν ἐκ τῆς Μεσοποταμίας Συρίας, καὶ παρενέβαλε κατὰ πρόσωπον τῆς πόλεως.",,,,
Genesis 33:19,GEN,Genesis,33,19,"καὶ ἐκτήσατο τὴν μερίδα τοῦ ἀγροῦ, οὗ ἔστησεν ἐκεῖ τὴν σκηνὴν αὐτοῦ, παρὰ ᾿Εμὼρ πατρὸς Συχὲμ ἑκατὸν ἀμνῶν.",,,,
Genesis 33:20,GEN,Genesis,33,20,καὶ ἔστησεν ἐκεῖ θυσιαστήριον καὶ ἐπεκαλέσατο τὸν Θεὸν ᾿Ισραήλ.,,,,
Genesis 34:1,GEN,Genesis,34,1,"ΕΞΗΛΘΕ δὲ Δείνα ἡ θυγάτηρ Λείας, ἣν ἔτεκε τῷ ᾿Ιακώβ, καταμαθεῖν τὰς θυγατέρας τῶν ἐγχωρίων.",,,,
Genesis 34:2,GEN,Genesis,34,2,"καὶ εἶδεν αὐτὴν Συχὲμ ὁ υἱὸς ᾿Εμμὼρ ὁ Εὐαῖος, ὁ ἄρχων τῆς γῆς καὶ λαβὼν αὐτήν, ἐκοιμήθη μετ᾿ αὐτῆς καὶ ἐταπείνωσεν αὐτήν.",,,,
Genesis 34:3,GEN,Genesis,34,3,καὶ προσέσχε τῇ ψυχῇ Δείνας τῆς θυγατρὸς ᾿Ιακὼβ καὶ ἠγάπησε τὴν παρθένον καὶ ἐλάλησε κατὰ τὴν διάνοιαν τῆς παρθένου αὐτῇ.,,,,
Genesis 34:4,GEN,Genesis,34,4,εἶπε Συχὲμ πρὸς ᾿Εμμὼρ τὸν πατέρα αὐτοῦ λέγων· λαβέ μοι τὴν παῖδα ταύτην εἰς γυναῖκα.,,,,
Genesis 34:5,GEN,Genesis,34,5,"᾿Ιακὼβ δὲ ἤκουσεν, ὅτι ἐμίανεν ὁ υἱὸς ᾿Εμμὼρ Δείναν τὴν θυγατέρα αὐτοῦ· οἱ δὲ υἱοὶ αὐτοῦ ἦσαν μετὰ τῶν κτηνῶν αὐτοῦ ἐν τῷ πεδίῳ. παρεσιώπησε δὲ ᾿Ιακὼβ ἕως τοῦ ἐλθεῖν αὐτούς.",,,,
Genesis 34:6,GEN,Genesis,34,6,ἐξῆλθε δὲ ᾿Εμμὼρ ὁ πατὴρ Συχὲμ πρὸς ᾿Ιακὼβ λαλῆσαι αὐτῷ.,,,,
