ref,book_name,chapter,verse,fresh_translation,brenton_translation,same_normalized,decision_count,footnote_count,importance
Exodus 22:19,Exodus,22,19,"The one sacrificing to gods shall be destroyed by death, except to the Lord alone.","He that sacrifices to any gods but to the Lord alone, shall be destroyed by death.",no,0,0,low
Exodus 22:20,Exodus,22,20,"You shall not mistreat a newcomer, nor oppress him, for you were newcomers in the land of Egypt.","And ye shall not hurt a stranger, nor afflict him; for ye were strangers in the land of Egypt.",no,1,1,high
Exodus 22:21,Exodus,22,21,You shall mistreat no widow or orphan.,Ye shall hurt no widow or orphan.,no,0,0,low
Exodus 22:22,Exodus,22,22,"But if by evil-treatment you mistreat them, and crying out they cry to me, I will surely hear their voice.","And if ye should afflict them by ill-treatment, and they should cry aloud to me, I will surely hear their voice.",no,0,0,low
Exodus 22:23,Exodus,22,23,"And I will become angry with wrath and kill you with the sword, and your wives shall be widows and your children orphans.","And I will be very angry, and will slay you with the sword, and your wives shall be widows and your children orphans.",no,0,0,low
Exodus 22:24,Exodus,22,24,"If you lend silver to your poor brother beside you, you shall not press him hard, nor lay interest upon him.","And if thou shouldest lend money to thy poor brother who is by thee, thou shalt not be hard upon him, thou shalt not exact usury of him.",no,0,0,low
Exodus 22:25,Exodus,22,25,"If you take your neighbor's garment as a pledge, you shall give it back to him before sunset.","And if thou take thy neighbour's garment for a pledge, thou shalt restore it to him before sunset.",no,0,0,low
Exodus 22:26,Exodus,22,26,"For this alone is his covering; this is the garment of his nakedness. In what shall he sleep? So if he cries out to me, I will hear him, for I am merciful.","For this is his clothing, this is the only covering of his nakedness; wherein shall he sleep? If then he shall cry to me, I will hearken to him, for I am merciful.",no,0,0,low
Exodus 22:27,Exodus,22,27,"You shall not revile gods, and you shall not speak evil of a ruler of your people.","Thou shalt not revile the gods, nor speak ill of the ruler of thy people.",no,1,1,high
Exodus 22:28,Exodus,22,28,You shall not delay the firstfruits of your threshing floor and your winepress. You shall give me the firstborn of your sons.,Thou shalt not keep back the first-fruits of thy threshing floor and press. The first-born of thy sons thou shalt give to me.,no,0,0,low
Exodus 22:29,Exodus,22,29,"So you shall do with your ox and your sheep and your beast of burden. Seven days it shall be under its mother, and on the eighth day you shall give it to me.","So shalt thou do with thy calf and thy sheep and thine ass; seven days shall it be under the mother, and the eighth day thou shalt give it to me.",no,0,0,low
Exodus 22:30,Exodus,22,30,"And you shall be holy men to me, and you shall not eat flesh torn by beasts; you shall throw it to the dog.","And ye shall be holy men to me; and ye shall not eat flesh taken of beasts, ye shall cast it to the dog.",no,0,0,low
Exodus 23:1,Exodus,23,1,You shall not accept a vain report. You shall not join with the unjust to become an unjust witness.,Thou shalt not receive a vain report: thou shalt not agree with the unjust man to become an unjust witness.,no,0,0,medium
Exodus 23:2,Exodus,23,2,You shall not be with the many for evil. You shall not side with a crowd to turn aside with the many so as to bend justice.,Thou shalt not associate with the multitude for evil; thou shalt not join thyself with a multitude to turn aside with the majority so as to shut out judgment.,no,1,1,high
Exodus 23:3,Exodus,23,3,And you shall not spare a poor man in judgment.,And thou shalt not spare a poor man in judgment.,no,0,0,medium
Exodus 23:4,Exodus,23,4,"If you meet your enemy's ox or his beast of burden wandering, you shall surely turn it back and return it to him.","And if thou meet thine enemy's ox or his ass going astray, thou shalt turn them back and restore them to him.",no,0,0,low
Exodus 23:5,Exodus,23,5,"If you see your enemy's beast of burden fallen under its load, you shall not pass it by, but you shall help raise it with him.","And if thou see thine enemy's ass fallen under its burden, thou shalt not pass by it, but shalt help to raise it with him.",no,0,0,low
Exodus 23:6,Exodus,23,6,You shall not pervert the judgment of a poor man in his case.,Thou shalt not wrest the sentence of the poor in his judgment.,no,0,0,medium
Exodus 23:7,Exodus,23,7,"Keep far from every unjust word. You shall not kill the innocent and the righteous, and you shall not justify the ungodly for gifts.","Thou shalt abstain from every unjust thing: thou shalt not slay the innocent and just, and thou shalt not justify the wicked for gifts.",no,0,0,low
Exodus 23:8,Exodus,23,8,"You shall not take gifts, for gifts blind the eyes of those who see and destroy just words.","And thou shalt not receive gifts; for gifts blind the eyes of the seeing, and corrupt just words.",no,0,0,low
Exodus 23:9,Exodus,23,9,"You shall not oppress a newcomer, for you know the soul of the newcomer, because you were newcomers in the land of Egypt.","And ye shall not afflict a stranger, for ye know the heart of a stranger; for ye were yourselves strangers in the land of Egypt.",no,1,1,high
Exodus 23:10,Exodus,23,10,Six years you shall sow your land and gather its produce.,"Six years thou shalt sow thy land, and gather in the fruits of it.",no,0,0,low
Exodus 23:11,Exodus,23,11,"But in the seventh you shall make a release and let it rest, and the poor of your nation shall eat, and what they leave the wild beasts shall eat. So you shall do with your vineyard and your oliveyard.","But in the seventh year thou shalt let it rest, and leave it, and the poor of thy nation shall feed; and the wild beasts of the field shall eat that which remains: thus shalt thou do to thy vineyard and to thine oliveyard.",no,0,0,low
Exodus 23:12,Exodus,23,12,"Six days you shall do your works, but on the seventh day there shall be rest, so that your ox and your beast of burden may rest, and the son of your female servant and the newcomer may be refreshed.","Six days shalt thou do thy works, and on the seventh day there shall be rest, that thine ox and thine ass may rest, and that the son of thy maid-servant and the stranger may be refreshed.",no,0,0,medium
Exodus 23:13,Exodus,23,13,"Guard all that I have said to you, and you shall not mention the name of other gods, nor shall it be heard from your mouth.","Observe all things whatsoever I have commanded you; and ye shall make no mention of the name of other gods, neither shall they be heard out of your mouth.",no,0,0,medium
Exodus 23:14,Exodus,23,14,Three times of the year celebrate a feast to me.,Keep ye a feast to me three times in the year.,no,0,0,low
Exodus 23:15,Exodus,23,15,"Keep the feast of unleavened bread. Seven days you shall eat unleavened bread, just as I commanded you, at the time of the month of new grain, for in it you came out from Egypt. You shall not appear before me empty.","Take heed to keep the feast of unleavened bread: seven days ye shall eat unleavened bread, as I charged thee at the season of the month of new corn, for in it thou camest out of Egypt: thou shalt not appear before me empty.",no,0,0,medium
Exodus 23:16,Exodus,23,16,"And you shall keep the feast of harvest of the first produce of your labors, whatever you sow in your field, and the feast of completion at the going out of the year, in the gathering of your labors from your field.","And thou shalt keep the feast of the harvest of first-fruits of thy labours, whatsoever thou shalt have sown in thy field, and the feast of completion at the end of the year in the gathering in of thy fruits out of thy field.",no,0,0,medium
Exodus 23:17,Exodus,23,17,Three times of the year every male of yours shall appear before the Lord your God.,Three times in the year shall all thy males appear before the Lord thy God.,no,0,0,low
Exodus 23:18,Exodus,23,18,"For when I cast out nations from before you and widen your borders, you shall not sacrifice the blood of my sacrifice with leaven, nor shall the fat of my feast lie down until morning.","For when I shall have cast out the nations from before thee, and shall have widened thy borders, thou shalt not offer the blood of my sacrifice with leaven, neither must the fat of my feast abide till the morning.",no,0,0,low
Exodus 23:19,Exodus,23,19,You shall bring the firstfruits of the first produce of your land into the house of the Lord your God. You shall not boil a lamb in its mother's milk.,Thou shalt bring the first-offerings of the first-fruits of thy land into the house of the Lord thy God. Thou shalt not seethe a lamb in its mother's milk.,no,0,0,low
Exodus 23:20,Exodus,23,20,"And behold, I send my messenger before your face to keep you on the way, so that he may bring you into the land that I have prepared for you.","And, behold, I send my angel before thy face, that he may keep thee in the way, that he may bring thee into the land which I have prepared for thee.",no,1,1,high
Exodus 23:21,Exodus,23,21,"Pay attention to yourself and listen to him, and do not disobey him, for he will never yield to you, because my name is upon him.","Take heed to thyself and hearken to him, and disobey him not; for he will not give way to thee, for my name is on him.",no,1,1,high
Exodus 23:22,Exodus,23,22,"If you truly hear my voice and do all that I command you and keep my covenant, you shall be for me a people of special possession out of all nations, for all the earth is mine. And you shall be for me a royal priesthood and a holy nation. These are the words you shall speak to the sons of Israel. If you truly hear my voice and do all that I say to you, I will be hostile to your enemies and oppose those who oppose you.","If ye will indeed hear my voice, and if thou wilt do all the things I shall charge thee with, and keep my covenant, ye shall be to me a peculiar people above all nations, for the whole earth is mine; and ye shall be to me a royal priesthood, and a holy nation: these words shall ye speak to the children of Israel, If ye shall indeed hear my voice, and do all the things I shall tell thee, I will be an enemy to thine enemies, and an adversary to thine adversaries.",no,1,1,high
Exodus 23:23,Exodus,23,23,"For my messenger shall go leading you and bring you to the Amorite and Hittite and Perizzite and Canaanite and Girgashite and Hivite and Jebusite, and I will wipe them out.","For my angel shall go as thy leader, and shall bring thee to the Amorite, and Chettite, and Pherezite, and Chananite, and Gergesite, and Evite, and Jebusite, and I will destroy them.",no,0,0,low
Exodus 23:24,Exodus,23,24,"You shall not worship their gods, nor serve them. You shall not do according to their works, but by pulling down you shall pull down, and by breaking you shall break their pillars.","Thou shalt not worship their gods, nor serve them: thou shalt not do according to their works, but shalt utterly destroy them, and break to pieces their pillars.",no,1,1,high
Exodus 23:25,Exodus,23,25,"And you shall serve the Lord your God, and I will bless your bread and your wine and your water, and I will turn sickness away from you.","And thou shalt serve the Lord thy God, and I will bless thy bread and thy wine and thy water, and I will turn away sickness from you.",no,0,0,low
Exodus 23:26,Exodus,23,26,None shall be barren or sterile in your land. I will fill up the number of your days.,There shall not be on thy land one that is impotent or barren. I will surely fulfil the number of thy days.,no,0,0,low
Exodus 23:27,Exodus,23,27,"And I will send fear ahead of you and throw into confusion all the nations among whom you enter, and I will make all your adversaries flee.","And I will send terror before thee, and I will strike with amazement all the nations to which thou shalt come, and I will make all thine enemies to flee.",no,0,0,low
Exodus 23:28,Exodus,23,28,"And I will send hornets ahead of you, and they shall drive out the Amorites and the Hivites and the Canaanites and the Hittites from before you.","And I will send hornets before thee, and thou shalt cast out the Amorites and the Evites, and the Chananites and the Chettites from thee.",no,0,0,low
Exodus 23:29,Exodus,23,29,"I will not drive them out in one year, lest the land become desolate and the beasts of the earth multiply against you.","I will not cast them out in one year, lest the land become desolate, and the beasts of the field multiply against thee.",no,0,0,low
Exodus 23:30,Exodus,23,30,"Little by little I will drive them out from before you, until you increase and inherit the land.","By little and little I will cast them out from before thee, until thou shalt be increased and inherit the earth.",no,0,0,low
Exodus 23:31,Exodus,23,31,"And I will set your borders from the Red Sea to the Sea of the Philistines, and from the wilderness to the great river Euphrates. And I will give the inhabitants of the land into your hands, and I will drive them out from before you.","And I will set thy borders from the Red Sea, to the sea of the Phylistines, and from the wilderness to the great river Euphrates; and I will give into your hand those that dwell in the land, and will cast them out from thee.",no,0,0,low
Exodus 23:32,Exodus,23,32,You shall make no covenant with them or with their gods.,Thou shalt make no covenant with them and their gods.,no,0,0,low
Exodus 23:33,Exodus,23,33,"They shall not dwell in your land, lest they make you sin against me. For if you serve their gods, these will be a stumbling block to you.","And they shall not dwell in thy land, lest they cause thee to sin against me; for if thou shouldest serve their gods, these will be an offence to thee.",no,0,0,low
Exodus 24:1,Exodus,24,1,"And to Moses he said, ""Come up to the Lord, you and Aaron and Nadab and Abihu and seventy of the elders of Israel, and worship from far off.""","And to Moses he said, Go up to the Lord, thou and Aaron and Nadab and Abiud, and seventy of the elders of Israel: and they shall worship the Lord from a distance.",no,0,0,low
Exodus 24:2,Exodus,24,2,"And Moses alone shall come near to God. But they shall not come near, and the people shall not come up with them.","And Moses alone shall draw nigh to God; and they shall not draw nigh, and the people shall not come up with them.",no,0,0,low
Exodus 24:3,Exodus,24,3,"And Moses went in and related to the people all the words of God and the ordinances. And all the people answered with one voice, saying, ""All the words that the Lord has spoken we will do and we will hear.""","And Moses went in and related to the people all the words of God and the ordinances; and all the people answered with one voice, saying, All the words which the Lord has spoken, we will do and be obedient.",no,0,0,low
Exodus 24:4,Exodus,24,4,"And Moses wrote all the words of the Lord. Rising early in the morning, Moses built an altar under the mountain, and twelve stones for the twelve tribes of Israel.","And Moses wrote all the words of the Lord; and Moses rose up early in the morning, and built an altar under the mountain, and set up twelve stones for the twelve tribes of Israel.",no,0,0,low
Exodus 24:5,Exodus,24,5,"And he sent the young men of the sons of Israel, and they offered whole burnt offerings and sacrificed calves as offerings of salvation to God.","And he sent forth the young men of the children of Israel, and they offered whole burnt-offerings, and they sacrificed young calves as a peace-offering to God.",no,1,1,high
Exodus 24:6,Exodus,24,6,"And Moses took half the blood and poured it into bowls, and half the blood he poured out upon the altar.","And Moses took half the blood and poured it into bowls, and half the blood he poured out upon the altar.",yes,0,0,none
Exodus 24:7,Exodus,24,7,"And taking the book of the covenant, he read it in the hearing of the people, and they said, ""All that the Lord has spoken we will do and we will hear.""","And he took the book of the covenant and read it in the ears of the people, and they said, All things whatsoever the Lord has spoken we will do and hearken therein.",no,0,0,low
Exodus 24:8,Exodus,24,8,"And Moses took the blood and splashed it on the people and said, ""Behold, the blood of the covenant that the Lord has made with you concerning all these words.""","And Moses took the blood and sprinkled it upon the people, and said, Behold the blood of the covenant, which the Lord has made with you concerning all these words.",no,0,0,low
Exodus 24:9,Exodus,24,9,Then Moses and Aaron and Nadab and Abihu and seventy from the council of Israel went up.,"And Moses went up, and Aaron, and Nadab and Abiud, and seventy of the elders of Israel.",no,0,0,low
Exodus 24:10,Exodus,24,10,"And they saw the place where the God of Israel had stood. And under his feet was like work of sapphire brick, and like the appearance of the firmament of heaven in purity.","And they saw the place where the God of Israel stood; and under his feet was as it were a work of sapphire slabs, and as it were the appearance of the firmament of heaven in its purity.",no,1,1,high
Exodus 24:11,Exodus,24,11,"And of the chosen ones of Israel not even one was missing. And they appeared in the place of God, and they ate and drank.","And of the chosen ones of Israel there was not even one missing, and they appeared in the place of God, and did eat and drink.",no,0,0,low
Exodus 24:12,Exodus,24,12,"And the Lord said to Moses, ""Come up to me on the mountain and stay there, and I will give you the stone tablets, the law and the commandments that I wrote to give them law.""","And the Lord said to Moses, Come up to me into the mountain, and be there; and I will give thee the tables of stone, the law and the commandments, which I have written to give them laws.",no,1,1,high
Exodus 24:13,Exodus,24,13,"And Moses rose, and Joshua who stood beside him, and they went up into the mountain of God.","And Moses rose up and Joshua his attendant, and they went up into the mount of God.",no,0,0,low
Exodus 24:14,Exodus,24,14,"And to the elders they said, ""Stay still there until we return to you. And look, Aaron and Hur are with you. If any matter of judgment happens to anyone, let them go to them.""","And to the elders they said, Rest there till we return to you; and behold, Aaron and Or are with you: if any man have a cause to be tried, let them go to them.",no,0,0,medium
Exodus 24:15,Exodus,24,15,"And Moses and Joshua went up into the mountain, and the cloud covered the mountain.","And Moses and Joshua went up to the mountain, and the cloud covered the mountain.",no,0,0,low
Exodus 24:16,Exodus,24,16,"And the glory of God came down upon Mount Sinai, and the cloud covered it six days. And on the seventh day the Lord called Moses from the midst of the cloud.","And the glory of God came down upon the mount Sina, and the cloud covered it six days; and the Lord called Moses on the seventh day out of the midst of the cloud.",no,0,0,low
Exodus 24:17,Exodus,24,17,And the appearance of the glory of the Lord was like burning fire on the top of the mountain before the sons of Israel.,"And the appearance of the glory of the Lord was as burning fire on the top of the mountain, before the children of Israel.",no,0,0,low
Exodus 24:18,Exodus,24,18,And Moses entered into the midst of the cloud and went up into the mountain. And he was there on the mountain forty days and forty nights.,"And Moses went into the midst of the cloud, and went up to the mountain, and was there in the mountain forty days and forty nights.",no,0,0,low
Exodus 25:1,Exodus,25,1,"And the Lord spoke to Moses, saying,","And the Lord spoke to Moses, saying,",yes,0,0,none
Exodus 25:2,Exodus,25,2,"""Tell the sons of Israel to take contributions for me. From everyone whose heart deems it good, you shall take my contributions.""","Speak to the children of Israel, and take first-fruits of all, who may be disposed in their heart to give; and ye shall take my first-fruits.",no,0,0,low
Exodus 25:3,Exodus,25,3,"And this is the contribution that you shall take from them: gold and silver and bronze,","And this is the offering which ye shall take of them; gold and silver and brass,",no,0,0,low
Exodus 25:4,Exodus,25,4,"and blue and purple and doubled scarlet and spun fine linen and goat hair,","and blue, and purple, and double scarlet, and fine spun linen, and goats' hair,",no,0,0,low
Exodus 25:5,Exodus,25,5,"and rams' skins dyed red and blue skins and incorruptible wood,","and rams' skins dyed red, and blue skins, and incorruptible wood,",yes,0,0,none
Exodus 25:7,Exodus,25,7,"and sardius stones and stones for engraving, for the ephod and the robe.","and sardius stones, and stones for the carved work of the breast-plate, and the full-length robe.",no,0,0,low
Exodus 25:8,Exodus,25,8,"And you shall make me a holy place, and I will be seen among you.","And thou shalt make me a sanctuary, and I will appear among you.",no,1,1,high
Exodus 25:9,Exodus,25,9,And you shall make them for me according to all that I show you on the mountain: the pattern of the tent and the pattern of all its furnishings. So you shall make them.,"And thou shalt make for me according to all things which I shew thee in the mountain; even the pattern of the tabernacle, and the pattern of all its furniture: so shalt thou make it.",no,0,0,low
Exodus 25:10,Exodus,25,10,"And you shall make an ark of testimony of incorruptible wood: two and a half cubits its length, one and a half cubits its breadth, and one and a half cubits its height.","And thou shalt make the ark of testimony of incorruptible wood; the length of two cubits and a half, and the breadth of a cubit and a half, and the height of a cubit and a half.",no,0,0,low
Exodus 25:11,Exodus,25,11,"And you shall overlay it with pure gold. Inside and outside you shall overlay it, and you shall make for it twisted golden moldings all around.","And thou shalt gild it with pure gold, thou shalt gild it within and without; and thou shalt make for it golden wreaths twisted round about.",no,0,0,low
Exodus 25:12,Exodus,25,12,"And you shall cast for it four golden rings and place them on its four sides, two rings on one side and two rings on the second side.","And thou shalt cast for it four golden rings, and shalt put them on the four sides; two rings on the one side, and two rings on the other side.",no,0,0,low
Exodus 25:13,Exodus,25,13,And you shall make carrying-poles of incorruptible wood and overlay them with gold.,"And thou shalt make staves of incorruptible wood, and shalt gild them with gold.",no,0,0,low
Exodus 25:14,Exodus,25,14,"And you shall put the poles into the rings on the sides of the ark, to carry the ark by them.","And thou shalt put the staves into the rings on the sides of the ark, to bear the ark with them.",no,0,0,low
Exodus 25:15,Exodus,25,15,The poles shall stay fixed in the rings of the ark.,The staves shall remain fixed in the rings of the ark.,no,0,0,low
Exodus 25:16,Exodus,25,16,And you shall put into the ark the testimonies that I shall give you.,And thou shalt put into the ark the testimonies which I shall give thee.,no,0,0,low
Exodus 25:17,Exodus,25,17,"And you shall make a propitiatory lid of pure gold: two and a half cubits its length, and one and a half cubits its breadth.","And thou shalt make a propitiatory, a lid of pure gold; the length of two cubits and a half, and the breadth of a cubit and a half.",no,1,1,high
Exodus 25:18,Exodus,25,18,"And you shall make two cherubim of beaten gold, and you shall place them on both ends of the propitiatory.","And thou shalt make two cherubs graven in gold, and thou shalt put them on both sides of the propitiatory.",no,0,0,low
Exodus 25:19,Exodus,25,19,One cherub shall be made on this end and one cherub on the second end of the propitiatory. You shall make the two cherubim on the two ends.,"They shall be made, one cherub on this side, and another cherub on the other side of the propitiatory; and thou shalt make the two cherubs on the two sides.",no,0,0,low
Exodus 25:20,Exodus,25,20,"And the cherubim shall be stretching out their wings above, overshadowing the propitiatory with their wings, and their faces shall be toward one another. The faces of the cherubim shall be toward the propitiatory.","The cherubs shall stretch forth their wings above, overshadowing the propitiatory with their wings; and their faces shall be toward each other, the faces of the cherubs shall be toward the propitiatory.",no,0,0,low
Exodus 25:21,Exodus,25,21,"And you shall place the propitiatory on top of the ark, and into the ark you shall put the testimonies that I shall give you.","And thou shalt set the propitiatory on the ark above, and thou shalt put into the ark the testimonies which I shall give thee.",no,0,0,low
Exodus 25:22,Exodus,25,22,"And I will make myself known to you there, and I will speak to you from above the propitiatory, from between the two cherubim that are on the ark of testimony, according to all that I shall command you for the sons of Israel.","And I will make myself known to thee from thence, and I will speak to thee above the propitiatory between the two cherubs, which are upon the ark of testimony, even in all things which I shall charge thee concerning the children of Israel.",no,1,1,high
Exodus 25:23,Exodus,25,23,"And you shall make a table of pure gold: two cubits its length, one cubit its breadth, and one and a half cubits its height.","And thou shalt make a golden table of pure gold, in length two cubits, and in breadth a cubit, and in height a cubit and a half.",no,0,0,low
Exodus 25:24,Exodus,25,24,And you shall make for it twisted golden moldings all around.,"And thou shalt make for it golden wreaths twisted round about, and thou shalt make for it a crown of an hand-breadth round about.",no,0,0,low
Exodus 25:25,Exodus,25,25,"And you shall make for it a rim a handbreadth around it, and you shall make a twisted molding around the rim.",And thou shalt make a twisted wreath for the crown round about.,no,0,0,low
Exodus 25:26,Exodus,25,26,And you shall make four golden rings and place the rings on the four parts of its feet.,And thou shalt make four golden rings; and thou shalt put the four rings upon the four parts of its feet under the crown.,no,0,0,low
Exodus 25:27,Exodus,25,27,"The rings shall be under the rim, as holders for the carrying-poles, so that the table may be carried by them.","And the rings shall be for bearings for the staves, that they may bear the table with them.",no,0,0,low
Exodus 25:28,Exodus,25,28,"And you shall make the poles of incorruptible wood and overlay them with pure gold, and the table shall be carried by them.","And thou shalt make the staves of incorruptible wood, and thou shalt gild them with pure gold; and the table shall be borne with them.",no,0,0,low
Exodus 25:29,Exodus,25,29,And you shall make its dishes and censers and libation bowls and cups with which you shall pour offerings. You shall make them of pure gold.,"And thou shalt make its dishes and its censers, and its bowls, and its cups, with which thou shalt offer drink-offerings: of pure gold shalt thou make them.",no,0,0,low
Exodus 25:30,Exodus,25,30,And you shall set on the table loaves before my face continually.,And thou shalt set upon the table shewbread before me continually.,no,0,0,low
Exodus 25:31,Exodus,25,31,"And you shall make a lampstand of pure gold. Beaten work shall you make the lampstand: its shaft and its branches, its bowls and knobs and lilies shall be from it.","And thou shalt make a candlestick of pure gold; thou shalt make the candlestick of graven work: its stem and its branches, and its bowls and its knops and its lilies shall be of one piece.",no,0,0,low
Exodus 25:32,Exodus,25,32,Six branches shall come out from its sides: three branches of the lampstand from one side and three branches of the lampstand from the second side.,"And six branches proceeding sideways, three branches of the candlestick from one side of it, and three branches of the candlestick from the other side.",no,0,0,low
Exodus 25:33,Exodus,25,33,"Three almond-shaped bowls on one branch, with knob and lily. So also on the six branches that come out from the lampstand.","And three bowls fashioned like almonds, on each branch a knop and a lily; so to the six branches proceeding from the candlestick,",no,0,0,low
Exodus 25:34,Exodus,25,34,"And on the lampstand four almond-shaped bowls, with its knobs and its lilies.","and in the candlestick four bowls fashioned like almonds, in each branch knops and the flowers of the same.",no,0,0,low
Exodus 25:35,Exodus,25,35,"A knob under two branches from it, and a knob under four branches from it, so also for the six branches that come out from the lampstand.","A knop under two branches out of it, and a knop under four branches out of it; so to the six branches proceeding from the candlestick; and in the candlestick four bowls fashioned like almonds.",no,0,0,low
Exodus 25:36,Exodus,25,36,Their knobs and their branches shall be from it. All shall be one beaten piece of pure gold.,"Let the knops and the branches be of one piece, altogether graven of one piece of pure gold.",no,0,0,low
Exodus 25:37,Exodus,25,37,"And you shall make its seven lamps. And you shall set up the lamps, and they shall shine from the one front.","And thou shalt make its seven lamps: and thou shalt set on it the lamps, and they shall shine from one front.",no,0,0,low
Exodus 25:38,Exodus,25,38,And you shall make its snuffers and its trays of pure gold.,And thou shalt make its funnel and its snuff-dishes of pure gold.,no,0,0,low
Exodus 25:39,Exodus,25,39,All these utensils shall be one talent of pure gold.,All these articles shall be a talent of pure gold.,no,0,0,low
Exodus 25:40,Exodus,25,40,See that you make them according to the pattern shown you on the mountain.,"See, thou shalt make them according to the pattern shewed thee in the mount.",no,0,0,low
Exodus 26:1,Exodus,26,1,"And the tent you shall make with ten curtains of woven fine linen and blue and purple and spun scarlet. You shall make them with cherubim, woven work.","And thou shalt make the tabernacle, ten curtains of fine linen spun, and blue and purple, and scarlet spun with cherubs; thou shalt make them with work of a weaver.",no,0,0,low
Exodus 26:2,Exodus,26,2,"The length of one curtain shall be twenty-eight cubits, and the breadth of one curtain four cubits. One measure shall belong to all the curtains.","The length of one curtain shall be eight and twenty cubits, and one curtain shall be the breadth of four cubits: there shall be the same measure to all the curtains.",no,0,0,low
Exodus 26:3,Exodus,26,3,"Five curtains shall be joined one to another, and five curtains shall be held together one to another.","And the five curtains shall be joined one to another, and the other five curtains shall be closely connected the one with the other.",no,0,0,low
Exodus 26:4,Exodus,26,4,"And you shall make blue loops on the edge of one curtain on one side for the coupling, and so you shall make on the edge of the outer curtain for the second coupling.","And thou shalt make for them loops of blue on the edge of one curtain, on one side for the coupling, and so shalt thou make on the edge of the outer curtain for the second coupling.",no,0,0,low
Exodus 26:5,Exodus,26,5,"Fifty loops you shall make on the one curtain, and fifty loops on the part of the curtain at the coupling of the second, matching one another.","Fifty loops shalt thou make for one curtain, and fifty loops shalt thou make on the part of the curtain answering to the coupling of the second, opposite each other, corresponding to each other at each point.",no,0,0,low
Exodus 26:6,Exodus,26,6,"And you shall make fifty gold clasps and join the curtains one to another with the clasps, and the tent shall be one.","And thou shalt make fifty golden rings; and thou shalt join the curtains to each other with the rings, and it shall be one tabernacle.",no,0,0,low
Exodus 26:7,Exodus,26,7,And you shall make goat-hair coverings as a covering over the tent. Eleven coverings you shall make.,"And thou shalt make for a covering of the tabernacle skins with the hair on, thou shalt make them eleven skins.",no,0,0,low
Exodus 26:8,Exodus,26,8,"The length of one covering shall be thirty cubits, and the breadth of one covering four cubits. One measure shall belong to the eleven coverings.","The length of one skin thirty cubits, and the breadth of one skin four cubits: there shall be the same measure to the eleven skins.",no,0,0,low
Exodus 26:9,Exodus,26,9,"And you shall join the five coverings together and the six coverings together, and you shall fold the sixth covering over at the front of the tent.","And thou shalt join the five skins together, and the six skins together; and thou shalt double the sixth skin in front of the tabernacle.",no,0,0,low
Exodus 26:10,Exodus,26,10,"And you shall make fifty loops on the edge of the one covering that is in the middle at the joining, and fifty loops on the edge of the second covering that joins it.","And thou shalt make fifty loops on the border of one skin, which is in the midst for the joinings; and thou shalt make fifty loops on the edge of the second skin that joins it.",no,0,0,low
Exodus 26:11,Exodus,26,11,"And you shall make fifty bronze clasps, and you shall join the clasps through the loops and join the coverings, and it shall be one.","And thou shalt make fifty brazen rings; and thou shalt join the rings by the loops, and thou shalt join the skins, and they shall be one.",no,0,0,low
Exodus 26:12,Exodus,26,12,"And the extra part in the coverings of the tent, the half-covering that remains, you shall let hang over the back of the tent.","And thou shalt fix at the end that which is over in the skins of the tabernacle; the half of the skin that is left shalt thou fold over, according to the overplus of the skins of the tabernacle; thou shalt fold it over behind the tabernacle.",no,0,0,low
Exodus 26:13,Exodus,26,13,"A cubit on this side and a cubit on that side, from the excess in the length of the tent coverings, shall hang over the sides of the tent on this side and that side to cover it.","A cubit on this side, and a cubit on that side of that which remains of the skins, of the length of the skins of the tabernacle: it shall be folding over the sides of the tabernacle on this side and that side, that it may cover it.",no,0,0,low
Exodus 26:14,Exodus,26,14,"And you shall make for the tent a covering of red-dyed rams' skins, and coverings of blue skins above.","And thou shalt make for a covering of the tabernacle rams' skins dyed red, and blue skins as coverings above.",no,0,0,low
Exodus 26:15,Exodus,26,15,And you shall make uprights for the tent of incorruptible wood.,And thou shalt make the posts of the tabernacle of incorruptible wood.,no,0,0,low
Exodus 26:16,Exodus,26,16,"Ten cubits shall you make one upright, and one and a half cubits the breadth of one upright.","Of ten cubits shalt thou make one post, and the breadth of one post of a cubit and a half.",no,0,0,low
Exodus 26:17,Exodus,26,17,"Two tenons for each upright, corresponding one to another. So you shall do for all the uprights of the tent.","Two joints shalt thou make in one post, answering the one to the other: so shalt thou do to all the posts of the tabernacle.",no,0,0,low
Exodus 26:18,Exodus,26,18,"And you shall make the uprights for the tent, twenty uprights on the side toward the north.","And thou shalt make posts to the tabernacle, twenty posts on the north side.",no,0,0,low
Exodus 26:19,Exodus,26,19,"And you shall make forty silver bases for the twenty uprights, two bases for one upright on its two sides and two bases for the next upright on its two sides.","And thou shalt make to the twenty posts forty silver sockets; two sockets to one post on both its sides, and two sockets to the other post on both its sides.",no,0,0,low
Exodus 26:20,Exodus,26,20,"And on the second side, the side toward the south, twenty uprights.","And for the next side, toward the south, twenty posts,",no,0,0,low
Exodus 26:21,Exodus,26,21,"And their forty silver bases, two bases for one upright on its two sides and two bases for the next upright on its two sides.","and their forty silver sockets: two sockets to one post on both its sides, and two sockets to the other post on both its sides.",no,0,0,low
Exodus 26:22,Exodus,26,22,"And at the back of the tent, at the side toward the sea, you shall make six uprights.",And on the back of the tabernacle at the part which is toward the west thou shalt make six posts.,no,0,0,low
