ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation,ukjv_translation,review_status,review_notes
John 12:50,JHN,John,12,50,και οιδα οτι η εντολη αυτου ζωη αιωνιος εστιν α ουν λαλω εγω καθως ειρηκεν μοι ο πατηρ ουτως λαλω,kai oida oti h entolh autou zwh aiwniov estin a oun lalw egw kaywv eirhken moi o pathr outwv lalw,,,"And I know that his commandment is life eternal: whatever I speak therefore, even as the Father said to me, so I speak.","And I know that his commandment is life everlasting: whatsoever I speak therefore, even as the Father said unto me, so I speak.",tr_literal_pass1,modernized archaic directional unto; modernized whatsoever; rendered aionios as eternal
John 13:1,JHN,John,13,1,προ δε της εορτης του πασχα ειδως ο ιησους οτι εληλυθεν αυτου η ωρα ινα μεταβη εκ του κοσμου τουτου προς τον πατερα αγαπησας τους ιδιους τους εν τω κοσμω εις τελος ηγαπησεν αυτους,pro de thv eorthv tou pasca eidwv o ihsouv oti elhluyen autou h wra ina metabh ek tou kosmou toutou prov ton patera agaphsav touv idiouv touv en tw kosmw eiv telov hgaphsen autouv,,,"Now before the feast of the Passover, when Jesus knew that his hour had come that he should depart out of this world to the Father, having loved his own who were in the world, he loved them to the end.","Now before the feast of the passover, when Jesus knew that his hour was come that he should depart out of this world unto the Father, having loved his own which were in the world, he loved them unto the end.",tr_literal_manual,manual TR literal override
John 13:2,JHN,John,13,2,και δειπνου γενομενου του διαβολου ηδη βεβληκοτος εις την καρδιαν ιουδα σιμωνος ισκαριωτου ινα αυτον παραδω,kai deipnou genomenou tou diabolou hdh beblhkotov eiv thn kardian iouda simwnov iskariwtou ina auton paradw,,,"And supper being ended, the devil having now put into the heart of Judas Iscariot, Simon's son, to betray him;","And supper being ended, the devil having now put into the heart of Judas Iscariot, Simon's son, to betray him;",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
John 13:3,JHN,John,13,3,ειδως ο ιησους οτι παντα δεδωκεν αυτω ο πατηρ εις τας χειρας και οτι απο θεου εξηλθεν και προς τον θεον υπαγει,eidwv o ihsouv oti panta dedwken autw o pathr eiv tav ceirav kai oti apo yeou exhlyen kai prov ton yeon upagei,,,"Jesus knowing that the Father had given all things into his hands, and that he had come from God, and went to God;","Jesus knowing that the Father had given all things into his hands, and that he was come from God, and went to God;",tr_literal_pass1,modernized was-come perfect
John 13:4,JHN,John,13,4,εγειρεται εκ του δειπνου και τιθησιν τα ιματια και λαβων λεντιον διεζωσεν εαυτον,egeiretai ek tou deipnou kai tiyhsin ta imatia kai labwn lention diezwsen eauton,,,"He rises from supper, and laid aside his clothes; and took a towel, and girded himself.","He rises from supper, and laid aside his garments; and took a towel, and girded himself.",tr_literal_pass1,modernized garments where not contextually technical
John 13:5,JHN,John,13,5,ειτα βαλλει υδωρ εις τον νιπτηρα και ηρξατο νιπτειν τους ποδας των μαθητων και εκμασσειν τω λεντιω ω ην διεζωσμενος,eita ballei udwr eiv ton nipthra kai hrxato niptein touv podav twn mayhtwn kai ekmassein tw lentiw w hn diezwsmenov,,,"After that he pours water into a basin, and began to wash the disciples' feet, and to wipe them with the towel with which he was girded.","After that he pours water into a basin, and began to wash the disciples' feet, and to wipe them with the towel wherewith he was girded.",tr_literal_pass1,modernized wherewith
John 13:6,JHN,John,13,6,ερχεται ουν προς σιμωνα πετρον και λεγει αυτω εκεινος κυριε συ μου νιπτεις τους ποδας,ercetai oun prov simwna petron kai legei autw ekeinov kurie su mou nipteiv touv podav,,,"Then he comes to Simon Peter: and Peter says to him, Lord, do you wash my feet?","Then comes he to Simon Peter: and Peter says unto him, Lord, do you wash my feet?",tr_literal_manual,manual TR literal override
John 13:7,JHN,John,13,7,απεκριθη ιησους και ειπεν αυτω ο εγω ποιω συ ουκ οιδας αρτι γνωση δε μετα ταυτα,apekriyh ihsouv kai eipen autw o egw poiw su ouk oidav arti gnwsh de meta tauta,,,"Jesus answered and said to him, What I do you do not know now; but you shall know hereafter.","Jesus answered and said unto him, What I do you know not now; but you shall know hereafter.",tr_literal_pass1,modernized archaic directional unto; modernized know-not idiom
John 13:8,JHN,John,13,8,λεγει αυτω πετρος ου μη νιψης τους ποδας μου εις τον αιωνα απεκριθη αυτω ο ιησους εαν μη νιψω σε ουκ εχεις μερος μετ εμου,legei autw petrov ou mh niqhv touv podav mou eiv ton aiwna apekriyh autw o ihsouv ean mh niqw se ouk eceiv merov met emou,,,"Peter says to him, You shall never wash my feet. Jesus answered him, If I do not wash you, you have no part with me.","Peter says unto him, You shall never wash my feet. Jesus answered him, If I wash you not, you have no part with me.",tr_literal_manual,manual TR literal override
John 13:9,JHN,John,13,9,λεγει αυτω σιμων πετρος κυριε μη τους ποδας μου μονον αλλα και τας χειρας και την κεφαλην,legei autw simwn petrov kurie mh touv podav mou monon alla kai tav ceirav kai thn kefalhn,,,"Simon Peter says to him, Lord, not my feet only, but also my hands and my head.","Simon Peter says unto him, Lord, not my feet only, but also my hands and my head.",tr_literal_pass1,modernized archaic directional unto; normalized NT kurios as Lord
John 13:10,JHN,John,13,10,λεγει αυτω ο ιησους ο λελουμενος ου χρειαν εχει η τους ποδας νιψασθαι αλλ εστιν καθαρος ολος και υμεις καθαροι εστε αλλ ουχι παντες,legei autw o ihsouv o leloumenov ou creian ecei h touv podav niqasyai all estin kayarov olov kai umeiv kayaroi este all ouci pantev,,,"Jesus says to him, The one who is washed needs only to wash his feet, but is clean altogether: and you are clean, but not all.","Jesus says to him, He that is washed needs not save to wash his feet, but is clean everything: and all of you are clean, but not all.",tr_literal_manual,manual TR literal override
John 13:11,JHN,John,13,11,ηδει γαρ τον παραδιδοντα αυτον δια τουτο ειπεν ουχι παντες καθαροι εστε,hdei gar ton paradidonta auton dia touto eipen ouci pantev kayaroi este,,,"For he knew who should betray him; therefore he said, You are not all clean.","For he knew who should betray him; therefore said he, All of you are not all clean.",tr_literal_manual,manual TR literal override
John 13:12,JHN,John,13,12,οτε ουν ενιψεν τους ποδας αυτων και ελαβεν τα ιματια αυτου αναπεσων παλιν ειπεν αυτοις γινωσκετε τι πεποιηκα υμιν,ote oun eniqen touv podav autwn kai elaben ta imatia autou anapeswn palin eipen autoiv ginwskete ti pepoihka umin,,,"So after he had washed their feet, and had taken his clothes, and was set down again, he said to them, Know you what I have done to you?","So after he had washed their feet, and had taken his garments, and was set down again, he said unto them, Know all of you what I have done to you?",tr_literal_pass1,modernized archaic directional unto; modernized garments where not contextually technical; removed UKJV plural-expansion artifact
John 13:13,JHN,John,13,13,υμεις φωνειτε με ο διδασκαλος και ο κυριος και καλως λεγετε ειμι γαρ,umeiv fwneite me o didaskalov kai o kuriov kai kalwv legete eimi gar,,,You call me Teacher and Lord: and you say well; for so I am.,All of you call me Master and Lord: and all of you say well; for so I am.,tr_literal_pass1,normalized NT kurios as Lord; removed UKJV plural-expansion artifact; rendered didaskalos as teacher
John 13:14,JHN,John,13,14,ει ουν εγω ενιψα υμων τους ποδας ο κυριος και ο διδασκαλος και υμεις οφειλετε αλληλων νιπτειν τους ποδας,ei oun egw eniqa umwn touv podav o kuriov kai o didaskalov kai umeiv ofeilete allhlwn niptein touv podav,,,"If I then, your Lord and Teacher, have washed your feet; you also ought to wash one another's feet.","If I then, your Lord and Master, have washed your feet; all of you also ought to wash one another's feet.",tr_literal_pass1,normalized NT kurios as Lord; removed UKJV plural-expansion artifact; rendered didaskalos as teacher
John 13:15,JHN,John,13,15,υποδειγμα γαρ εδωκα υμιν ινα καθως εγω εποιησα υμιν και υμεις ποιητε,upodeigma gar edwka umin ina kaywv egw epoihsa umin kai umeiv poihte,,,"For I have given you an example, that you should do as I have done to you.","For I have given you an example, that all of you should do as I have done to you.",tr_literal_pass1,removed UKJV plural-expansion artifact
John 13:16,JHN,John,13,16,αμην αμην λεγω υμιν ουκ εστιν δουλος μειζων του κυριου αυτου ουδε αποστολος μειζων του πεμψαντος αυτον,amhn amhn legw umin ouk estin doulov meizwn tou kuriou autou oude apostolov meizwn tou pemqantov auton,,,"Amen, amen, I say to you, The slave is not greater than his Lord; neither the one who is sent greater than the one who sent him.","Verily, verily, I say unto you, The servant is not greater than his lord; neither he that is sent greater than he that sent him.",tr_literal_pass1,modernized archaic directional unto; modernized he-that relative; modernized verily; normalized NT kurios as Lord; rendered amen formula directly; rendered doulos-family wording as slave
John 13:17,JHN,John,13,17,ει ταυτα οιδατε μακαριοι εστε εαν ποιητε αυτα,ei tauta oidate makarioi este ean poihte auta,,,"If you know these things, blessed are you if you do them.","If all of you know these things, happy are all of you if all of you do them.",tr_literal_manual,manual TR literal override
John 13:18,JHN,John,13,18,ου περι παντων υμων λεγω εγω οιδα ους εξελεξαμην αλλ ινα η γραφη πληρωθη ο τρωγων μετ εμου τον αρτον επηρεν επ εμε την πτερναν αυτου,ou peri pantwn umwn legw egw oida ouv exelexamhn all ina h grafh plhrwyh o trwgwn met emou ton arton ephren ep eme thn pternan autou,,,"I do not speak of you all: I know whom I have chosen: but that the scripture may be fulfilled, The one who eats bread with me has lifted up his heel against me.","I speak not of you all: I know whom I have chosen: but that the scripture may be fulfilled, He that eats bread with me has lifted up his heel against me.",tr_literal_manual,manual TR literal override
John 13:19,JHN,John,13,19,απ αρτι λεγω υμιν προ του γενεσθαι ινα οταν γενηται πιστευσητε οτι εγω ειμι,ap arti legw umin pro tou genesyai ina otan genhtai pisteushte oti egw eimi,,,"Now I tell you before it comes, that, when it has happened, you may believe that I am he.","Now I tell you before it come, that, when it has come to pass, all of you may believe that I am he.",tr_literal_manual,manual TR literal override
John 13:20,JHN,John,13,20,αμην αμην λεγω υμιν ο λαμβανων εαν τινα πεμψω εμε λαμβανει ο δε εμε λαμβανων λαμβανει τον πεμψαντα με,amhn amhn legw umin o lambanwn ean tina pemqw eme lambanei o de eme lambanwn lambanei ton pemqanta me,,,"Amen, amen, I say to you, the one who receives whomsoever I send receives me; and the one who receives me receives him who sent me.","Verily, verily, I say unto you, He that receives whomsoever I send receives me; and he that receives me receives him that sent me.",tr_literal_pass1,modernized archaic directional unto; modernized he-that relative; modernized him-that relative; modernized verily; rendered amen formula directly
John 13:21,JHN,John,13,21,ταυτα ειπων ο ιησους εταραχθη τω πνευματι και εμαρτυρησεν και ειπεν αμην αμην λεγω υμιν οτι εις εξ υμων παραδωσει με,tauta eipwn o ihsouv etaracyh tw pneumati kai emarturhsen kai eipen amhn amhn legw umin oti eiv ex umwn paradwsei me,,,"When Jesus had thus said, he was troubled in spirit, and testified, and said, Amen, amen, I say to you, that one of you shall betray me.","When Jesus had thus said, he was troubled in spirit, (o. pneuma) and testified, and said, Verily, verily, I say unto you, that one of you shall betray me.",tr_literal_pass1,modernized archaic directional unto; modernized verily; removed UKJV inline Strong-style lexical marker; rendered amen formula directly
John 13:22,JHN,John,13,22,εβλεπον ουν εις αλληλους οι μαθηται απορουμενοι περι τινος λεγει,eblepon oun eiv allhlouv oi mayhtai aporoumenoi peri tinov legei,,,"Then the disciples looked one on another, doubting of whom he spoke.","Then the disciples looked one on another, doubting of whom he spoke.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
John 13:23,JHN,John,13,23,ην δε ανακειμενος εις των μαθητων αυτου εν τω κολπω του ιησου ον ηγαπα ο ιησους,hn de anakeimenov eiv twn mayhtwn autou en tw kolpw tou ihsou on hgapa o ihsouv,,,"Now there was leaning on Jesus' bosom one of his disciples, whom Jesus loved.","Now there was leaning on Jesus' bosom one of his disciples, whom Jesus loved.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
John 13:24,JHN,John,13,24,νευει ουν τουτω σιμων πετρος πυθεσθαι τις αν ειη περι ου λεγει,neuei oun toutw simwn petrov puyesyai tiv an eih peri ou legei,,,"Simon Peter therefore beckoned to him, that he should ask who it should be of whom he spoke.","Simon Peter therefore beckoned to him, that he should ask who it should be of whom he spoke.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
John 13:25,JHN,John,13,25,επιπεσων δε εκεινος επι το στηθος του ιησου λεγει αυτω κυριε τις εστιν,epipeswn de ekeinov epi to sthyov tou ihsou legei autw kurie tiv estin,,,"He then lying on Jesus' breast says to him, Lord, who is it?","He then lying on Jesus' breast says unto him, Lord, who is it?",tr_literal_pass1,modernized archaic directional unto; normalized NT kurios as Lord
John 13:26,JHN,John,13,26,αποκρινεται ο ιησους εκεινος εστιν ω εγω βαψας το ψωμιον επιδωσω και εμβαψας το ψωμιον διδωσιν ιουδα σιμωνος ισκαριωτη,apokrinetai o ihsouv ekeinov estin w egw baqav to qwmion epidwsw kai embaqav to qwmion didwsin iouda simwnov iskariwth,,,"Jesus answered, It is he to whom I shall give a morsel, when I have dipped it. And when he had dipped the morsel, he gave it to Judas Iscariot, the son of Simon.","Jesus answered, He it is, to whom I shall give a morsel, when I have dipped it. And when he had dipped the morsel, he gave it to Judas Iscariot, the son of Simon.",tr_literal_pass1,modernized he-it-is wording
John 13:27,JHN,John,13,27,και μετα το ψωμιον τοτε εισηλθεν εις εκεινον ο σατανας λεγει ουν αυτω ο ιησους ο ποιεις ποιησον ταχιον,kai meta to qwmion tote eishlyen eiv ekeinon o satanav legei oun autw o ihsouv o poieiv poihson tacion,,,"And after the morsel Satan entered into him. Then Jesus said to him, What you do, do quickly.","And after the morsel Satan entered into him. Then said Jesus unto him, That you do, do quickly.",tr_literal_manual,manual TR literal override
John 13:28,JHN,John,13,28,τουτο δε ουδεις εγνω των ανακειμενων προς τι ειπεν αυτω,touto de oudeiv egnw twn anakeimenwn prov ti eipen autw,,,Now no one at the table knew for what intent he spoke this to him.,Now no man at the table knew for what intent he spoke this unto him.,tr_literal_pass1,modernized archaic directional unto; modernized no-man idiom
John 13:29,JHN,John,13,29,τινες γαρ εδοκουν επει το γλωσσοκομον ειχεν ο ιουδας οτι λεγει αυτω ο ιησους αγορασον ων χρειαν εχομεν εις την εορτην η τοις πτωχοις ινα τι δω,tinev gar edokoun epei to glwssokomon eicen o ioudav oti legei autw o ihsouv agorason wn creian ecomen eiv thn eorthn h toiv ptwcoiv ina ti dw,,,"For some of them thought, because Judas had the bag, that Jesus had said to him, Buy those things that we have need of for the feast; or, that he should give something to the poor.","For some of them thought, because Judas had the bag, that Jesus had said unto him, Buy those things that we have need of against the feast; or, that he should give something to the poor.",tr_literal_manual,manual TR literal override
John 13:30,JHN,John,13,30,λαβων ουν το ψωμιον εκεινος ευθεως εξηλθεν ην δε νυξ,labwn oun to qwmion ekeinov euyewv exhlyen hn de nux,,,He then having received the morsel went out immediately: and it was night.,He then having received the morsel went immediately out: and it was night.,tr_literal_manual,manual TR literal override
John 13:31,JHN,John,13,31,οτε ουν εξηλθεν λεγει ο ιησους νυν εδοξασθη ο υιος του ανθρωπου και ο θεος εδοξασθη εν αυτω,ote oun exhlyen legei o ihsouv nun edoxasyh o uiov tou anyrwpou kai o yeov edoxasyh en autw,,,"Therefore, when he was gone out, Jesus said, Now is the Son of man glorified, and God is glorified in him.","Therefore, when he was gone out, Jesus said, Now is the Son of man glorified, and God is glorified in him.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
John 13:32,JHN,John,13,32,ει ο θεος εδοξασθη εν αυτω και ο θεος δοξασει αυτον εν εαυτω και ευθυς δοξασει αυτον,ei o yeov edoxasyh en autw kai o yeov doxasei auton en eautw kai euyuv doxasei auton,,,"If God is glorified in him, God shall also glorify him in himself, and shall immediately glorify him.","If God be glorified in him, God shall also glorify him in himself, and shall immediately glorify him.",tr_literal_manual,manual TR literal override
John 13:33,JHN,John,13,33,τεκνια ετι μικρον μεθ υμων ειμι ζητησετε με και καθως ειπον τοις ιουδαιοις οτι οπου υπαγω εγω υμεις ου δυνασθε ελθειν και υμιν λεγω αρτι,teknia eti mikron mey umwn eimi zhthsete me kai kaywv eipon toiv ioudaioiv oti opou upagw egw umeiv ou dunasye elyein kai umin legw arti,,,"Little children, yet a little while I am with you. You shall seek me: and as I said to the Jews, Where I go, you cannot come; so now I say to you.","Little children, yet a little while I am with you. All of you shall seek me: and as I said unto the Jews, Where I go, all of you cannot come; so now I say to you.",tr_literal_pass1,modernized archaic directional unto; removed UKJV plural-expansion artifact
John 13:34,JHN,John,13,34,εντολην καινην διδωμι υμιν ινα αγαπατε αλληλους καθως ηγαπησα υμας ινα και υμεις αγαπατε αλληλους,entolhn kainhn didwmi umin ina agapate allhlouv kaywv hgaphsa umav ina kai umeiv agapate allhlouv,,,"A new commandment I give to you, That you love one another; as I have loved you, that you also love one another.","A new commandment I give unto you, That all of you love one another; as I have loved you, that all of you also love one another.",tr_literal_pass1,modernized archaic directional unto; removed UKJV plural-expansion artifact
John 13:35,JHN,John,13,35,εν τουτω γνωσονται παντες οτι εμοι μαθηται εστε εαν αγαπην εχητε εν αλληλοις,en toutw gnwsontai pantev oti emoi mayhtai este ean agaphn echte en allhloiv,,,"By this shall all know that you are my disciples, if you have love one to another.","By this shall all men know that all of you are my disciples, if all of you have love (o. agape) one to another.",tr_literal_manual,manual TR literal override
John 13:36,JHN,John,13,36,λεγει αυτω σιμων πετρος κυριε που υπαγεις απεκριθη αυτω ο ιησους οπου υπαγω ου δυνασαι μοι νυν ακολουθησαι υστερον δε ακολουθησεις μοι,legei autw simwn petrov kurie pou upageiv apekriyh autw o ihsouv opou upagw ou dunasai moi nun akolouyhsai usteron de akolouyhseiv moi,,,"Simon Peter said to him, Lord, where go you? Jesus answered him, Where I go, you cannot follow me now; but you shall follow me afterwards.","Simon Peter said unto him, Lord, where go you? Jesus answered him, Where I go, you can not follow me now; but you shall follow me afterwards.",tr_literal_pass1,modernized archaic directional unto; modernized cannot spelling; normalized NT kurios as Lord
John 13:37,JHN,John,13,37,λεγει αυτω ο πετρος κυριε δια τι ου δυναμαι σοι ακολουθησαι αρτι την ψυχην μου υπερ σου θησω,legei autw o petrov kurie dia ti ou dunamai soi akolouyhsai arti thn quchn mou uper sou yhsw,,,"Peter said to him, Lord, why cannot I follow you now? I will lay down my life for your sake.","Peter said unto him, Lord, why cannot I follow you now? I will lay down my life for your sake.",tr_literal_pass1,modernized archaic directional unto; normalized NT kurios as Lord
John 13:38,JHN,John,13,38,απεκριθη αυτω ο ιησους την ψυχην σου υπερ εμου θησεις αμην αμην λεγω σοι ου μη αλεκτωρ φωνησει εως ου απαρνηση με τρις,apekriyh autw o ihsouv thn quchn sou uper emou yhseiv amhn amhn legw soi ou mh alektwr fwnhsei ewv ou aparnhsh me triv,,,"Jesus answered him, Will you lay down your life for my sake? Amen, amen, I say to you, The cock shall not crow, till you have denied me three times.","Jesus answered him, Will you lay down your life for my sake? Verily, verily, I say unto you, The cock shall not crow, till you have denied me three times.",tr_literal_pass1,modernized archaic directional unto; modernized verily; rendered amen formula directly
John 14:1,JHN,John,14,1,μη ταρασσεσθω υμων η καρδια πιστευετε εις τον θεον και εις εμε πιστευετε,mh tarassesyw umwn h kardia pisteuete eiv ton yeon kai eiv eme pisteuete,,,"Let not your heart be troubled: you believe in God, believe also in me.","Let not your heart be troubled: all of you believe in God, believe also in me.",tr_literal_pass1,removed UKJV plural-expansion artifact
John 14:2,JHN,John,14,2,εν τη οικια του πατρος μου μοναι πολλαι εισιν ει δε μη ειπον αν υμιν πορευομαι ετοιμασαι τοπον υμιν,en th oikia tou patrov mou monai pollai eisin ei de mh eipon an umin poreuomai etoimasai topon umin,,,"In my Father's house are many dwelling places: if it were not so, I would have told you. I go to prepare a place for you.","In my Father's house are many mansions: if it were not so, I would have told you. I go to prepare a place for you.",tr_literal_pass1,modernized mansions wording
John 14:3,JHN,John,14,3,και εαν πορευθω και ετοιμασω υμιν τοπον παλιν ερχομαι και παραληψομαι υμας προς εμαυτον ινα οπου ειμι εγω και υμεις ητε,kai ean poreuyw kai etoimasw umin topon palin ercomai kai paralhqomai umav prov emauton ina opou eimi egw kai umeiv hte,,,"And if I go and prepare a place for you, I will come again, and receive you to myself; that where I am, there you may be also.","And if I go and prepare a place for you, I will come again, and receive you unto myself; that where I am, there all of you may be also.",tr_literal_pass1,modernized archaic directional unto; removed UKJV plural-expansion artifact
John 14:4,JHN,John,14,4,και οπου εγω υπαγω οιδατε και την οδον οιδατε,kai opou egw upagw oidate kai thn odon oidate,,,"And where I go you know, and the way you know.","And where I go all of you know, and the way all of you know.",tr_literal_pass1,removed UKJV plural-expansion artifact
John 14:5,JHN,John,14,5,λεγει αυτω θωμας κυριε ουκ οιδαμεν που υπαγεις και πως δυναμεθα την οδον ειδεναι,legei autw ywmav kurie ouk oidamen pou upageiv kai pwv dunameya thn odon eidenai,,,"Thomas says to him, Lord, we do not know where you go; and how can we know the way?","Thomas says unto him, Lord, we know not where you go; and how can we know the way?",tr_literal_pass1,modernized archaic directional unto; modernized know-not idiom; normalized NT kurios as Lord
John 14:6,JHN,John,14,6,λεγει αυτω ο ιησους εγω ειμι η οδος και η αληθεια και η ζωη ουδεις ερχεται προς τον πατερα ει μη δι εμου,legei autw o ihsouv egw eimi h odov kai h alhyeia kai h zwh oudeiv ercetai prov ton patera ei mh di emou,,,"Jesus says to him, I am the way, the truth, and the life: no one comes to the Father, but by me.","Jesus says unto him, I am the way, the truth, and the life: no man comes unto the Father, but by me.",tr_literal_pass1,modernized archaic directional unto; modernized no-man idiom
John 14:7,JHN,John,14,7,ει εγνωκειτε με και τον πατερα μου εγνωκειτε αν και απ αρτι γινωσκετε αυτον και εωρακατε αυτον,ei egnwkeite me kai ton patera mou egnwkeite an kai ap arti ginwskete auton kai ewrakate auton,,,"If you had known me, you should have known my Father also: and from now on you know him, and have seen him.","If all of you had known me, all of you should have known my Father also: and from henceforth all of you know him, and have seen him.",tr_literal_pass1,modernized from-henceforth idiom; removed UKJV plural-expansion artifact
John 14:8,JHN,John,14,8,λεγει αυτω φιλιππος κυριε δειξον ημιν τον πατερα και αρκει ημιν,legei autw filippov kurie deixon hmin ton patera kai arkei hmin,,,"Philip says to him, Lord, show us the Father, and it is enough for us.","Philip says unto him, Lord, show us the Father, and it satisfies us.",tr_literal_manual,manual TR literal override
John 14:9,JHN,John,14,9,λεγει αυτω ο ιησους τοσουτον χρονον μεθ υμων ειμι και ουκ εγνωκας με φιλιππε ο εωρακως εμε εωρακεν τον πατερα και πως συ λεγεις δειξον ημιν τον πατερα,legei autw o ihsouv tosouton cronon mey umwn eimi kai ouk egnwkav me filippe o ewrakwv eme ewraken ton patera kai pwv su legeiv deixon hmin ton patera,,,"Jesus says to him, Have I been so long time with you, and yet have you not known me, Philip? The one who has seen me has seen the Father; and how do you say then, Show us the Father?","Jesus says unto him, Have I been so long time with you, and yet have you not known me, Philip? he that has seen me has seen the Father; and how says you then, Show us the Father?",tr_literal_manual,manual TR literal override
John 14:10,JHN,John,14,10,ου πιστευεις οτι εγω εν τω πατρι και ο πατηρ εν εμοι εστιν τα ρηματα α εγω λαλω υμιν απ εμαυτου ου λαλω ο δε πατηρ ο εν εμοι μενων αυτος ποιει τα εργα,ou pisteueiv oti egw en tw patri kai o pathr en emoi estin ta rhmata a egw lalw umin ap emautou ou lalw o de pathr o en emoi menwn autov poiei ta erga,,,"Do you not believe that I am in the Father, and the Father in me? the words that I speak to you I do not speak of myself: but the Father that dwells in me, he does the works.","Believe you not that I am in the Father, and the Father in me? the (o. rhema) words that I speak unto you I speak not of myself: but the Father that dwells in me, he does the works.",tr_literal_manual,manual TR literal override
John 14:11,JHN,John,14,11,πιστευετε μοι οτι εγω εν τω πατρι και ο πατηρ εν εμοι ει δε μη δια τα εργα αυτα πιστευετε μοι,pisteuete moi oti egw en tw patri kai o pathr en emoi ei de mh dia ta erga auta pisteuete moi,,,"Believe me that I am in the Father, and the Father in me: or else believe me for the very works' sake.","Believe me that I am in the Father, and the Father in me: or else believe me for the very works' sake.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
John 14:12,JHN,John,14,12,αμην αμην λεγω υμιν ο πιστευων εις εμε τα εργα α εγω ποιω κακεινος ποιησει και μειζονα τουτων ποιησει οτι εγω προς τον πατερα μου πορευομαι,amhn amhn legw umin o pisteuwn eiv eme ta erga a egw poiw kakeinov poihsei kai meizona toutwn poihsei oti egw prov ton patera mou poreuomai,,,"Amen, amen, I say to you, the one who believes on me, the works that I do shall he do also; and greater works than these shall he do; because I go to my Father.","Verily, verily, I say unto you, He that believes on me, the works that I do shall he do also; and greater works than these shall he do; because I go unto my Father.",tr_literal_pass1,modernized archaic directional unto; modernized he-that relative; modernized verily; rendered amen formula directly
John 14:13,JHN,John,14,13,και ο τι αν αιτησητε εν τω ονοματι μου τουτο ποιησω ινα δοξασθη ο πατηρ εν τω υιω,kai o ti an aithshte en tw onomati mou touto poihsw ina doxasyh o pathr en tw uiw,,,"And whatever you shall ask in my name, that will I do, that the Father may be glorified in the Son.","And whatsoever all of you shall ask in my name, that will I do, that the Father may be glorified in the Son.",tr_literal_pass1,modernized whatsoever; removed UKJV plural-expansion artifact
John 14:14,JHN,John,14,14,εαν τι αιτησητε εν τω ονοματι μου εγω ποιησω,ean ti aithshte en tw onomati mou egw poihsw,,,"If you shall ask anything in my name, I will do it.","If all of you shall ask any thing in my name, I will do it.",tr_literal_pass1,modernized anything spelling; removed UKJV plural-expansion artifact
John 14:15,JHN,John,14,15,εαν αγαπατε με τας εντολας τας εμας τηρησατε,ean agapate me tav entolav tav emav thrhsate,,,"If you love me, keep my commandments.","If all of you love me, keep my commandments.",tr_literal_pass1,removed UKJV plural-expansion artifact
John 14:16,JHN,John,14,16,και εγω ερωτησω τον πατερα και αλλον παρακλητον δωσει υμιν ινα μενη μεθ υμων εις τον αιωνα,kai egw erwthsw ton patera kai allon paraklhton dwsei umin ina menh mey umwn eiv ton aiwna,,,"And I will pray the Father, and he shall give you another Comforter, that he may abide with you forever;","And I will pray the Father, and he shall give you another Comforter, that he may abide with you for ever;",tr_literal_pass1,modernized forever spelling
John 14:17,JHN,John,14,17,το πνευμα της αληθειας ο ο κοσμος ου δυναται λαβειν οτι ου θεωρει αυτο ουδε γινωσκει αυτο υμεις δε γινωσκετε αυτο οτι παρ υμιν μενει και εν υμιν εσται,to pneuma thv alhyeiav o o kosmov ou dunatai labein oti ou yewrei auto oude ginwskei auto umeiv de ginwskete auto oti par umin menei kai en umin estai,,,"Even the Spirit of truth; whom the world cannot receive, because it does not see him, neither knows him: but you know him; for he dwells with you, and shall be in you.","Even the Spirit (o. pneuma) of truth; whom the world cannot receive, because it sees him not, neither knows him: but all of you know him; for he dwells with you, and shall be in you.",tr_literal_manual,manual TR literal override
John 14:18,JHN,John,14,18,ουκ αφησω υμας ορφανους ερχομαι προς υμας,ouk afhsw umav orfanouv ercomai prov umav,,,I will not leave you comfortless: I will come to you.,I will not leave you comfortless: I will come to you.,needs_focused_tr_review,UKJV seed retained; needs focused Greek review
John 14:19,JHN,John,14,19,ετι μικρον και ο κοσμος με ουκ ετι θεωρει υμεις δε θεωρειτε με οτι εγω ζω και υμεις ζησεσθε,eti mikron kai o kosmov me ouk eti yewrei umeiv de yewreite me oti egw zw kai umeiv zhsesye,,,"Yet a little while, and the world sees me no more; but you see me: because I live, you shall live also.","Yet a little while, and the world sees me no more; but all of you see me: because I live, all of you shall live also.",tr_literal_pass1,removed UKJV plural-expansion artifact
John 14:20,JHN,John,14,20,εν εκεινη τη ημερα γνωσεσθε υμεις οτι εγω εν τω πατρι μου και υμεις εν εμοι καγω εν υμιν,en ekeinh th hmera gnwsesye umeiv oti egw en tw patri mou kai umeiv en emoi kagw en umin,,,"At that day you shall know that I am in my Father, and you in me, and I in you.","At that day all of you shall know that I am in my Father, and all of you in me, and I in you.",tr_literal_pass1,removed UKJV plural-expansion artifact
